game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-06-DAL-ATX,2023-05-06,2023,2,,DAL,ATX,,,10.0,10.0,,1.0,,1.0,3.0,13.0,2.0,42.0,86.0
2023-05-13-HTX-DAL,2023-05-13,2023,3,,HTX,DAL,1.0,1.0,3.0,2.0,1.0,,,,1.0,3.0,1.0,14.0,
2023-05-28-ATX-DAL,2023-05-28,2023,5,,ATX,DAL,2.0,1.0,10.0,11.0,,,,,,13.0,2.0,81.0,74.0
2023-06-03-DAL-HTX,2023-06-03,2023,6,,DAL,HTX,1.0,3.0,6.0,12.0,,,,,9.0,12.0,,-5.0,88.0
2023-06-09-CAR-DAL,2023-06-09,2023,7,,CAR,DAL,2.0,,10.0,9.0,,1.0,,,,9.0,,76.0,70.0
2023-06-17-DAL-ATL,2023-06-17,2023,8,,DAL,ATL,2.0,,16.0,15.0,,1.0,,,,16.0,,160.0,119.0
2023-06-24-ATL-DAL,2023-06-24,2023,9,,ATL,DAL,,,3.0,1.0,,,,,1.0,3.0,2.0,22.0,-2.0
2023-07-01-DAL-ATX,2023-07-01,2023,10,,DAL,ATX,,1.0,2.0,1.0,,1.0,,,,1.0,,-2.0,13.0
2023-07-08-ATX-DAL,2023-07-08,2023,11,,ATX,DAL,1.0,,11.0,11.0,,3.0,,,,11.0,,88.0,78.0
2023-07-22-DAL-HTX,2023-07-22,2023,13,,DAL,HTX,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
