game_id,date,season,week,league,away,home,assists,blocks,drops,goals,throwaways,yardsReceived,yardsThrown
2024-04-27-MIN-PIT,2024-04-27,2024,1,,MIN,PIT,0.0,1.0,0.0,0.0,1.0,8.0,40.0
2024-05-11-MIN-CHI,2024-05-11,2024,3,,MIN,CHI,1.0,3.0,0.0,0.0,0.0,39.0,9.0
2024-05-18-PIT-MIN,2024-05-18,2024,4,,PIT,MIN,0.0,1.0,0.0,0.0,0.0,37.0,14.0
2024-05-24-MIN-MAD,2024-05-24,2024,5,,MIN,MAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-08-MIN-IND,2024-06-08,2024,7,,MIN,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-15-COL-MIN,2024-06-15,2024,8,,COL,MIN,0.0,0.0,0.0,0.0,1.0,14.0,4.0
2024-06-22-MAD-MIN,2024-06-22,2024,9,,MAD,MIN,0.0,0.0,0.0,0.0,0.0,-1.0,13.0
2024-06-28-MIN-CHI,2024-06-28,2024,10,,MIN,CHI,0.0,3.0,0.0,1.0,1.0,54.0,22.0
2024-06-29-MIN-DET,2024-06-29,2024,10,,MIN,DET,2.0,2.0,0.0,3.0,1.0,136.0,56.0
2024-07-06-CHI-MIN,2024-07-06,2024,11,,CHI,MIN,1.0,0.0,0.0,0.0,0.0,10.0,13.0
2024-07-12-NY-MIN,2024-07-12,2024,12,,NY,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20-DET-MIN,2024-07-20,2024,13,,DET,MIN,2.0,1.0,0.0,2.0,1.0,149.0,64.0
