game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-MAD-PIT,2023-04-29,2023,1,,MAD,PIT,,1.0,3.0,2.0,,2.0,1.0,,2.0,,34.0,-5.0
2023-05-13-PIT-DET,2023-05-13,2023,3,,PIT,DET,1.0,1.0,6.0,3.0,,4.0,,1.0,3.0,,81.0,63.0
2023-05-20-PIT-MIN,2023-05-20,2023,4,,PIT,MIN,1.0,1.0,12.0,7.0,,3.0,,,9.0,1.0,192.0,34.0
2023-05-27-PHI-PIT,2023-05-27,2023,5,,PHI,PIT,,,7.0,3.0,,2.0,1.0,,4.0,1.0,125.0,9.0
2023-06-04-PIT-MAD,2023-06-04,2023,6,,PIT,MAD,1.0,1.0,12.0,9.0,,3.0,1.0,,10.0,1.0,210.0,68.0
2023-06-11-DET-PIT,2023-06-11,2023,7,,DET,PIT,3.0,,16.0,14.0,,2.0,1.0,2.0,14.0,,266.0,95.0
2023-06-17-PIT-TOR,2023-06-17,2023,8,,PIT,TOR,,2.0,11.0,8.0,,3.0,3.0,1.0,9.0,,164.0,65.0
2023-06-30-DET-PIT,2023-06-30,2023,10,,DET,PIT,2.0,2.0,21.0,14.0,,7.0,,,15.0,1.0,313.0,61.0
2023-07-07-CHI-PIT,2023-07-07,2023,11,,CHI,PIT,2.0,,13.0,10.0,0.0,3.0,0.0,,10.0,0.0,191.0,67.0
2023-07-08-PIT-CHI,2023-07-08,2023,11,,PIT,CHI,,,,,,,,1.0,,,,
2023-07-15-PIT-IND,2023-07-15,2023,12,,PIT,IND,1.0,2.0,21.0,18.0,1.0,5.0,3.0,,18.0,,274.0,108.0
2023-07-22-IND-PIT,2023-07-22,2023,13,,IND,PIT,2.0,,18.0,12.0,,5.0,,2.0,13.0,1.0,246.0,98.0
