game_id,date,season,week,league,away,home,assists,blocks,drops,goals,throwaways,yardsReceived,yardsThrown
2024-04-26-MTL-BOS,2024-04-26,2024,1,,MTL,BOS,0.0,0.0,0.0,0.0,1.0,2.0,72.0
2024-04-27-MTL-NY,2024-04-27,2024,1,,MTL,NY,0.0,0.0,0.0,0.0,0.0,-23.0,1.0
2024-05-11-MTL-TOR,2024-05-11,2024,3,,MTL,TOR,0.0,1.0,0.0,0.0,0.0,51.0,117.0
2024-05-18-NY-MTL,2024-05-18,2024,4,,NY,MTL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-08-TOR-MTL,2024-06-08,2024,7,,TOR,MTL,2.0,0.0,1.0,1.0,2.0,119.0,314.0
2024-06-16-DC-MTL,2024-06-16,2024,8,,DC,MTL,3.0,1.0,0.0,1.0,0.0,113.0,439.0
2024-06-21-MTL-PHI,2024-06-21,2024,9,,MTL,PHI,2.0,0.0,0.0,0.0,3.0,89.0,295.0
2024-06-22-MTL-DC,2024-06-22,2024,9,,MTL,DC,0.0,0.0,0.0,1.0,0.0,72.0,85.0
2024-06-30-PHI-MTL,2024-06-30,2024,10,,PHI,MTL,0.0,0.0,2.0,1.0,1.0,87.0,149.0
2024-07-06-BOS-MTL,2024-07-06,2024,11,,BOS,MTL,0.0,0.0,0.0,1.0,2.0,112.0,47.0
2024-07-19-MTL-TOR,2024-07-19,2024,13,,MTL,TOR,4.0,0.0,0.0,1.0,1.0,212.0,401.0
2024-07-21-BOS-MTL,2024-07-21,2024,13,,BOS,MTL,1.0,0.0,0.0,2.0,1.0,72.0,49.0
