game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_UFL_2024_W1_PANTHERS,,2024,1,UFL,,,0.0,6.0,1.0
SYNTHETIC_UFL_2024_W5_PANTHERS,,2024,5,UFL,,,0.0,9.0,1.0
SYNTHETIC_UFL_2024_W6_PANTHERS,,2024,6,UFL,,,0.0,20.0,1.0
SYNTHETIC_UFL_2024_W7_PANTHERS,,2024,7,UFL,,,0.0,0.0,0.0
SYNTHETIC_UFL_2024_W9_PANTHERS,,2024,9,UFL,,,0.0,0.0,0.0
SYNTHETIC_UFL_2024_W10_PANTHERS,,2024,10,UFL,,,0.0,0.0,0.0
SYNTHETIC_UFL_2025_W1_PANTHERS,,2025,1,UFL,,,0.0,7.0,1.0
SYNTHETIC_UFL_2025_W2_PANTHERS,,2025,2,UFL,,,0.0,29.0,3.0
SYNTHETIC_UFL_2025_W3_PANTHERS,,2025,3,UFL,,,0.0,8.0,1.0
SYNTHETIC_UFL_2025_W5_PANTHERS,,2025,5,UFL,,,1.0,19.0,2.0
SYNTHETIC_UFL_2025_W6_PANTHERS,,2025,6,UFL,,,0.0,41.0,2.0
SYNTHETIC_UFL_2025_W7_PANTHERS,,2025,7,UFL,,,0.0,29.0,2.0
SYNTHETIC_UFL_2025_W8_PANTHERS,,2025,8,UFL,,,0.0,12.0,1.0
SYNTHETIC_UFL_2025_W9_PANTHERS,,2025,9,UFL,,,1.0,6.0,1.0
SYNTHETIC_UFL_2025_W10_PANTHERS,,2025,10,UFL,,,0.0,11.0,1.0
SYNTHETIC_UFL_2026_W1_COLUMBUSAVIATORS,,2026,1,UFL,,,0.0,14.0,2.0
SYNTHETIC_UFL_2026_W2_COLUMBUSAVIATORS,,2026,2,UFL,,,0.0,9.0,2.0
SYNTHETIC_UFL_2026_W3_COLUMBUSAVIATORS,,2026,3,UFL,,,0.0,8.0,1.0
SYNTHETIC_UFL_2026_W6_COLUMBUSAVIATORS,,2026,6,UFL,,,0.0,19.0,3.0
