game_id,date,season,week,league,away,home,assists,catches,completions,drops,goals,hockeyAssists,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-05-SLC-POR,2023-05-05,2023,2,,SLC,POR,1.0,18.0,11.0,,3.0,,15.0,3.0,179.0,62.0
2023-05-19-OAK-POR,2023-05-19,2023,4,,OAK,POR,,17.0,12.0,1.0,5.0,4.0,12.0,,305.0,-21.0
