game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-PHI-NY,2023-04-29,2023,1,,PHI,NY,1.0,1.0,35.0,38.0,,1.0,,39.0,1.0,-17.0,247.0
2023-05-05-TOR-NY,2023-05-05,2023,2,,TOR,NY,1.0,,20.0,29.0,,1.0,,30.0,1.0,-71.0,265.0
2023-05-13-NY-DC,2023-05-13,2023,3,,NY,DC,1.0,,36.0,40.0,,1.0,,41.0,1.0,75.0,285.0
2023-05-20-NY-PHI,2023-05-20,2023,4,,NY,PHI,3.0,1.0,34.0,46.0,,3.0,,49.0,3.0,35.0,276.0
2023-06-02-NY-BOS,2023-06-02,2023,6,,NY,BOS,,,20.0,24.0,,1.0,,26.0,,15.0,171.0
2023-06-03-NY-MTL,2023-06-03,2023,6,,NY,MTL,,,,,,,,,2.0,,
2023-06-10-ATL-NY,2023-06-10,2023,7,,ATL,NY,,,20.0,30.0,,1.0,,30.0,,-8.0,182.0
2023-06-16-BOS-NY,2023-06-16,2023,8,,BOS,NY,1.0,,23.0,30.0,1.0,3.0,,30.0,,106.0,231.0
2023-06-30-DC-NY,2023-06-30,2023,10,,DC,NY,1.0,,29.0,32.0,2.0,3.0,1.0,33.0,1.0,189.0,308.0
2023-07-14-NY-COL,2023-07-14,2023,12,,NY,COL,,,28.0,40.0,,4.0,,41.0,,94.0,287.0
2023-07-15-NY-SLC,2023-07-15,2023,12,,NY,SLC,,1.0,,,,,0.0,,1.0,,
