game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_CFL_W1_WPG,,,1,CFL,,,0.0,0.0,0.0
SYNTHETIC_CFL_W3_WPG,,,3,CFL,,,0.0,37.0,3.0
SYNTHETIC_CFL_W4_WPG,,,4,CFL,,,1.0,38.0,4.0
SYNTHETIC_CFL_W5_WPG,,,5,CFL,,,0.0,17.0,2.0
SYNTHETIC_CFL_W6_WPG,,,6,CFL,,,0.0,40.0,3.0
SYNTHETIC_CFL_W7_WPG,,,7,CFL,,,0.0,5.0,1.0
SYNTHETIC_CFL_W8_WPG,,,8,CFL,,,0.0,46.0,3.0
SYNTHETIC_CFL_W9_WPG,,,9,CFL,,,0.0,90.0,5.0
SYNTHETIC_CFL_W10_WPG,,,10,CFL,,,0.0,51.0,4.0
SYNTHETIC_CFL_W12_WPG,,,12,CFL,,,0.0,23.0,2.0
SYNTHETIC_CFL_W13_WPG,,,13,CFL,,,0.0,56.0,4.0
SYNTHETIC_CFL_2023_W1_WPG,,2023,1,CFL,,,1.0,57.0,3.0
SYNTHETIC_CFL_2023_W2_WPG,,2023,2,CFL,,,1.0,66.0,5.0
SYNTHETIC_CFL_2023_W3_WPG,,2023,3,CFL,,,0.0,35.0,3.0
SYNTHETIC_CFL_2023_W4_WPG,,2023,4,CFL,,,1.0,29.0,3.0
SYNTHETIC_CFL_2023_W5_WPG,,2023,5,CFL,,,0.0,22.0,3.0
SYNTHETIC_CFL_2023_W6_WPG,,2023,6,CFL,,,1.0,70.0,4.0
SYNTHETIC_CFL_2023_W7_WPG,,2023,7,CFL,,,0.0,13.0,1.0
SYNTHETIC_CFL_2023_W9_WPG,,2023,9,CFL,,,0.0,41.0,3.0
SYNTHETIC_CFL_2023_W10_WPG,,2023,10,CFL,,,0.0,14.0,1.0
SYNTHETIC_CFL_2023_W11_WPG,,2023,11,CFL,,,0.0,21.0,2.0
SYNTHETIC_CFL_2023_W12_WPG,,2023,12,CFL,,,0.0,11.0,1.0
SYNTHETIC_CFL_2023_W13_WPG,,2023,13,CFL,,,1.0,34.0,1.0
SYNTHETIC_CFL_2023_W14_WPG,,2023,14,CFL,,,0.0,38.0,2.0
SYNTHETIC_CFL_2023_W15_WPG,,2023,15,CFL,,,0.0,21.0,1.0
SYNTHETIC_CFL_2023_W17_WPG,,2023,17,CFL,,,0.0,64.0,5.0
SYNTHETIC_CFL_2023_W18_WPG,,2023,18,CFL,,,1.0,25.0,2.0
SYNTHETIC_CFL_2023_W20_WPG,,2023,20,CFL,,,0.0,36.0,2.0
SYNTHETIC_CFL_2023_W21_WPG,,2023,21,CFL,,,0.0,71.0,5.0
SYNTHETIC_CFL_2024_W1_WPG,,2024,1,CFL,,,0.0,33.0,2.0
SYNTHETIC_CFL_2024_W2_WPG,,2024,2,CFL,,,0.0,46.0,3.0
SYNTHETIC_CFL_2024_W3_WPG,,2024,3,CFL,,,0.0,72.0,7.0
SYNTHETIC_CFL_2024_W4_WPG,,2024,4,CFL,,,1.0,43.0,4.0
SYNTHETIC_CFL_2024_W5_WPG,,2024,5,CFL,,,0.0,17.0,1.0
SYNTHETIC_CFL_2024_W6_WPG,,2024,6,CFL,,,0.0,61.0,5.0
SYNTHETIC_CFL_2024_W7_WPG,,2024,7,CFL,,,0.0,29.0,2.0
SYNTHETIC_CFL_2024_W8_WPG,,2024,8,CFL,,,0.0,25.0,2.0
SYNTHETIC_CFL_2024_W13_WPG,,2024,13,CFL,,,0.0,48.0,4.0
SYNTHETIC_CFL_2024_W14_WPG,,2024,14,CFL,,,0.0,29.0,3.0
