game_id,date,season,week,league,away,home,extra_point,field_goal_yards,missed
SYNTHETIC_CFL_W6_HAM,,,6,CFL,,,,28.0,0.0
SYNTHETIC_CFL_W7_HAM,,,7,CFL,,,,37.0,1.0
SYNTHETIC_CFL_W8_HAM,,,8,CFL,,,,30.0,0.0
SYNTHETIC_CFL_W9_HAM,,,9,CFL,,,,95.0,0.0
SYNTHETIC_CFL_W10_HAM,,,10,CFL,,,,147.0,0.0
SYNTHETIC_CFL_W11_HAM,,,11,CFL,,,,64.0,1.0
SYNTHETIC_CFL_W15_HAM,,,15,CFL,,,,93.0,0.0
SYNTHETIC_CFL_W16_HAM,,,16,CFL,,,,79.0,0.0
SYNTHETIC_CFL_W18_HAM,,,18,CFL,,,,140.0,0.0
SYNTHETIC_CFL_W19_HAM,,,19,CFL,,,,163.0,0.0
SYNTHETIC_CFL_W20_HAM,,,20,CFL,,,,155.0,1.0
SYNTHETIC_CFL_2023_W1_HAM,,2023,1,CFL,,,1.0,31.0,
