game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_CFL_2024_W1_CGY,,2024,1,CFL,,,1.0,40.0,3.0
SYNTHETIC_CFL_2024_W2_CGY,,2024,2,CFL,,,0.0,29.0,3.0
SYNTHETIC_CFL_2024_W4_CGY,,2024,4,CFL,,,0.0,32.0,3.0
SYNTHETIC_CFL_2024_W8_CGY,,2024,8,CFL,,,0.0,53.0,5.0
SYNTHETIC_CFL_2024_W9_CGY,,2024,9,CFL,,,1.0,50.0,2.0
SYNTHETIC_CFL_2024_W10_CGY,,2024,10,CFL,,,1.0,10.0,1.0
SYNTHETIC_CFL_2024_W14_CGY,,2024,14,CFL,,,0.0,30.0,1.0
SYNTHETIC_CFL_2024_W15_CGY,,2024,15,CFL,,,0.0,41.0,5.0
SYNTHETIC_CFL_2024_W16_CGY,,2024,16,CFL,,,0.0,16.0,2.0
SYNTHETIC_CFL_2024_W18_CGY,,2024,18,CFL,,,0.0,34.0,2.0
SYNTHETIC_CFL_2024_W20_CGY,,2024,20,CFL,,,0.0,10.0,1.0
SYNTHETIC_CFL_2024_W21_CGY,,2024,21,CFL,,,1.0,18.0,3.0
SYNTHETIC_CFL_2025_W21_CGY,,2025,21,CFL,,,0.0,9.0,2.0
