game_id,date,season,week,league,away,home,assists,blocks,catches,completions,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-26-HTX-CAR,2023-05-26,2023,5,,HTX,CAR,1.0,1.0,8.0,11.0,,1.0,7.0,13.0,2.0,-19.0,104.0
2023-07-25-DAL-CAR,2023-07-25,2023,13,,DAL,CAR,2.0,1.0,18.0,25.0,3.0,2.0,3.0,26.0,1.0,29.0,339.0
