game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_CFL_2024_W9_TOR,,2024,9,CFL,,,0.0,11.0,2.0,,
SYNTHETIC_CFL_2024_W10_TOR,,2024,10,CFL,,,0.0,15.0,3.0,0.0,9.0
SYNTHETIC_CFL_2024_W13_TOR,,2024,13,CFL,,,0.0,53.0,3.0,,
SYNTHETIC_CFL_2024_W15_TOR,,2024,15,CFL,,,0.0,16.0,2.0,,
SYNTHETIC_CFL_2024_W16_TOR,,2024,16,CFL,,,0.0,21.0,2.0,,
SYNTHETIC_CFL_2024_W17_TOR,,2024,17,CFL,,,0.0,19.0,1.0,,
SYNTHETIC_CFL_2024_W19_TOR,,2024,19,CFL,,,0.0,5.0,1.0,,
SYNTHETIC_CFL_2024_W21_TOR,,2024,21,CFL,,,0.0,61.0,4.0,,
SYNTHETIC_CFL_2025_W1_TOR,,2025,1,CFL,,,0.0,6.0,2.0,,
SYNTHETIC_CFL_2025_W2_TOR,,2025,2,CFL,,,0.0,30.0,6.0,,
SYNTHETIC_CFL_2025_W3_TOR,,2025,3,CFL,,,1.0,98.0,7.0,,
SYNTHETIC_CFL_2025_W4_TOR,,2025,4,CFL,,,0.0,60.0,4.0,0.0,1.0
SYNTHETIC_CFL_2025_W5_TOR,,2025,5,CFL,,,1.0,104.0,8.0,,
SYNTHETIC_CFL_2025_W7_TOR,,2025,7,CFL,,,0.0,77.0,10.0,0.0,1.0
SYNTHETIC_CFL_2025_W8_TOR,,2025,8,CFL,,,0.0,37.0,5.0,,
SYNTHETIC_CFL_2025_W9_TOR,,2025,9,CFL,,,0.0,5.0,1.0,,
SYNTHETIC_CFL_2025_W10_TOR,,2025,10,CFL,,,0.0,6.0,2.0,,
SYNTHETIC_CFL_2025_W11_TOR,,2025,11,CFL,,,0.0,49.0,4.0,0.0,26.0
SYNTHETIC_CFL_2025_W12_TOR,,2025,12,CFL,,,1.0,63.0,7.0,0.0,13.0
SYNTHETIC_CFL_2025_W13_TOR,,2025,13,CFL,,,0.0,40.0,7.0,,
SYNTHETIC_CFL_2025_W15_TOR,,2025,15,CFL,,,0.0,22.0,5.0,,
SYNTHETIC_CFL_2025_W16_TOR,,2025,16,CFL,,,0.0,49.0,7.0,,
SYNTHETIC_CFL_2025_W17_TOR,,2025,17,CFL,,,0.0,83.0,8.0,,
SYNTHETIC_CFL_2025_W18_TOR,,2025,18,CFL,,,1.0,32.0,3.0,,
SYNTHETIC_CFL_2025_W19_TOR,,2025,19,CFL,,,0.0,43.0,5.0,,
SYNTHETIC_CFL_2025_W20_TOR,,2025,20,CFL,,,0.0,69.0,10.0,,
