game_id,date,season,week,league,away,home,conversions,interceptions_lost,passing_tds,passing_yards,rushing_tds,rushing_yards
SYNTHETIC_UFL_2026_W1_LOUISVILLEKINGS,,2026,1,UFL,,,,2.0,1.0,226.0,0.0,27.0
SYNTHETIC_UFL_2026_W2_LOUISVILLEKINGS,,2026,2,UFL,,,,1.0,0.0,201.0,0.0,14.0
SYNTHETIC_UFL_2026_W3_LOUISVILLEKINGS,,2026,3,UFL,,,,0.0,3.0,360.0,0.0,14.0
SYNTHETIC_UFL_2026_W4_LOUISVILLEKINGS,,2026,4,UFL,,,1.0,1.0,0.0,192.0,0.0,20.0
SYNTHETIC_UFL_2026_W5_LOUISVILLEKINGS,,2026,5,UFL,,,,0.0,0.0,150.0,0.0,22.0
SYNTHETIC_UFL_2026_W6_LOUISVILLEKINGS,,2026,6,UFL,,,,1.0,0.0,199.0,0.0,0.0
