game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_CFL_2024_W3_EDM,,2024,3,CFL,,,0.0,13.0,2.0,,
SYNTHETIC_CFL_2024_W4_EDM,,2024,4,CFL,,,0.0,70.0,5.0,,
SYNTHETIC_CFL_2024_W6_EDM,,2024,6,CFL,,,1.0,10.0,1.0,,
SYNTHETIC_CFL_2024_W7_EDM,,2024,7,CFL,,,0.0,40.0,3.0,,
SYNTHETIC_CFL_2024_W8_EDM,,2024,8,CFL,,,0.0,15.0,2.0,,
SYNTHETIC_CFL_2025_W1_EDM,,2025,1,CFL,,,,55.0,2.0,,
SYNTHETIC_CFL_2025_W3_EDM,,2025,3,CFL,,,0.0,30.0,3.0,,
SYNTHETIC_CFL_2025_W4_EDM,,2025,4,CFL,,,0.0,47.0,4.0,,
SYNTHETIC_CFL_2025_W5_EDM,,2025,5,CFL,,,0.0,0.0,0.0,,
SYNTHETIC_CFL_2025_W6_EDM,,2025,6,CFL,,,0.0,4.0,1.0,,
SYNTHETIC_CFL_2025_W8_EDM,,2025,8,CFL,,,0.0,28.0,3.0,,
SYNTHETIC_CFL_2025_W9_EDM,,2025,9,CFL,,,0.0,28.0,2.0,0.0,0.0
SYNTHETIC_CFL_2025_W10_EDM,,2025,10,CFL,,,0.0,26.0,4.0,,
SYNTHETIC_CFL_2025_W12_EDM,,2025,12,CFL,,,0.0,27.0,2.0,,
SYNTHETIC_CFL_2025_W13_EDM,,2025,13,CFL,,,0.0,81.0,7.0,,
SYNTHETIC_CFL_2025_W15_EDM,,2025,15,CFL,,,0.0,38.0,4.0,,
SYNTHETIC_CFL_2025_W16_EDM,,2025,16,CFL,,,,41.0,5.0,,
SYNTHETIC_CFL_2025_W19_EDM,,2025,19,CFL,,,0.0,1.0,1.0,,
