game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W2_PHOENIX,,,2,AUDL,,,1.0,0.0,,,2.0,1.0,,,,0.0,35.0,86.0
2022-06-17-TOR-PHI,2022-06-17,2022,4,,TOR,PHI,0.0,4.0,,,0.0,0.0,,,,0.0,17.0,54.0
2022-07-02-DC-PHI,2022-07-02,2022,6,,DC,PHI,1.0,0.0,,,0.0,1.0,,,,0.0,127.0,-6.0
2022-07-08-PHI-DC,2022-07-08,2022,7,,PHI,DC,0.0,2.0,,,0.0,2.0,,,,1.0,62.0,51.0
2022-07-16-PHI-TOR,2022-07-16,2022,8,,PHI,TOR,1.0,0.0,,,0.0,0.0,,,,0.0,22.0,23.0
2022-07-22-NY-PHI,2022-07-22,2022,9,,NY,PHI,0.0,2.0,,,1.0,1.0,,,,0.0,24.0,31.0
2022-07-30-OTT-PHI,2022-07-30,2022,10,,OTT,PHI,2.0,0.0,,,0.0,0.0,,,,1.0,79.0,51.0
2023-04-29-PHI-NY,2023-04-29,2023,1,,PHI,NY,,1.0,2.0,1.0,,1.0,,,1.0,,14.0,6.0
2023-05-07-PHI-DC,2023-05-07,2023,2,,PHI,DC,1.0,2.0,10.0,7.0,,2.0,,1.0,7.0,,29.0,86.0
2023-05-13-PHI-BOS,2023-05-13,2023,3,,PHI,BOS,,1.0,5.0,5.0,,,1.0,,6.0,1.0,9.0,-1.0
2023-05-20-NY-PHI,2023-05-20,2023,4,,NY,PHI,,1.0,8.0,7.0,,,,,8.0,1.0,43.0,50.0
2023-05-27-PHI-PIT,2023-05-27,2023,5,,PHI,PIT,2.0,2.0,12.0,13.0,,1.0,2.0,,14.0,1.0,85.0,29.0
2023-06-03-CAR-PHI,2023-06-03,2023,6,,CAR,PHI,2.0,2.0,15.0,13.0,,,,1.0,15.0,2.0,91.0,66.0
2023-06-10-PHI-TOR,2023-06-10,2023,7,,PHI,TOR,2.0,1.0,5.0,6.0,,,,1.0,6.0,,48.0,113.0
2023-06-17-MTL-PHI,2023-06-17,2023,8,,MTL,PHI,4.0,1.0,18.0,15.0,,1.0,2.0,3.0,16.0,1.0,65.0,179.0
2023-07-07-BOS-PHI,2023-07-07,2023,11,,BOS,PHI,,1.0,13.0,12.0,,,,1.0,12.0,,55.0,116.0
2023-07-15-DC-PHI,2023-07-15,2023,12,,DC,PHI,1.0,1.0,10.0,10.0,,1.0,,,11.0,1.0,64.0,45.0
2023-07-22-TOR-PHI,2023-07-22,2023,13,,TOR,PHI,1.0,1.0,6.0,5.0,,,,,6.0,1.0,35.0,48.0
2024-05-05-DC-PHI,2024-05-05,2024,2,,DC,PHI,0.0,0.0,,,0.0,0.0,,,,0.0,6.0,34.0
2024-05-11-BOS-PHI,2024-05-11,2024,3,,BOS,PHI,0.0,1.0,,,0.0,0.0,,,,0.0,0.0,43.0
2024-05-18-PHI-DC,2024-05-18,2024,4,,PHI,DC,0.0,0.0,,,0.0,0.0,,,,0.0,15.0,15.0
2024-05-24-PHI-NY,2024-05-24,2024,5,,PHI,NY,0.0,0.0,,,0.0,0.0,,,,0.0,33.0,35.0
2024-06-01-TOR-PHI,2024-06-01,2024,6,,TOR,PHI,0.0,2.0,,,0.0,1.0,,,,0.0,49.0,52.0
2024-06-08-PHI-BOS,2024-06-08,2024,7,,PHI,BOS,0.0,0.0,,,0.0,1.0,,,,0.0,53.0,26.0
2024-06-15-NY-PHI,2024-06-15,2024,8,,NY,PHI,0.0,0.0,,,0.0,0.0,,,,0.0,42.0,35.0
2024-06-21-MTL-PHI,2024-06-21,2024,9,,MTL,PHI,0.0,1.0,,,0.0,0.0,,,,1.0,15.0,128.0
2024-06-29-PHI-TOR,2024-06-29,2024,10,,PHI,TOR,2.0,0.0,,,0.0,1.0,,,,0.0,177.0,117.0
2024-06-30-PHI-MTL,2024-06-30,2024,10,,PHI,MTL,2.0,1.0,,,0.0,3.0,,,,1.0,73.0,74.0
2024-07-06-PHI-CAR,2024-07-06,2024,11,,PHI,CAR,0.0,1.0,,,0.0,2.0,,,,0.0,59.0,52.0
2024-07-20-PIT-PHI,2024-07-20,2024,13,,PIT,PHI,1.0,0.0,,,0.0,1.0,,,,0.0,90.0,38.0
2025-04-26-PHI-DC,2025-04-26,2025,1,,PHI,DC,0.0,2.0,,,0.0,0.0,,,,0.0,19.0,-2.0
2025-05-04-TOR-PHI,2025-05-04,2025,2,,TOR,PHI,0.0,1.0,,,0.0,0.0,,,,0.0,63.0,-2.0
