game_id,date,season,week,league,away,home,interceptions_lost,passing_tds,passing_yards,rushing_yards
SYNTHETIC_CFL_2025_W3_CGY,,2025,3,CFL,,,,,,16.0
SYNTHETIC_CFL_2025_W8_CGY,,2025,8,CFL,,,,,20.0,
SYNTHETIC_CFL_2025_W9_CGY,,2025,9,CFL,,,3.0,1.0,273.0,12.0
SYNTHETIC_CFL_2025_W14_CGY,,2025,14,CFL,,,1.0,,38.0,1.0
SYNTHETIC_CFL_2025_W16_CGY,,2025,16,CFL,,,,1.0,64.0,
