game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452436,,,1,,,,2.0,0.0,0.0,1.0,0.0,1.0,0.0
2559384,,,1,,,,4.0,3.0,0.0,1.0,0.0,5.0,1.0
2457575,,,2,,,,1.0,1.0,0.0,0.0,0.0,2.0,0.0
2559389,,,2,,,,0.0,0.0,0.0,1.0,0.0,3.0,0.0
2463133,,,3,,,,1.0,0.0,0.0,0.0,1.0,2.0,0.0
2559397,,,3,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2463414,,,4,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559399,,,4,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2463420,,,5,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559413,,,5,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2464829,,,6,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559415,,,6,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
