game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452442,,,1,,,,1.0,1.0,0.0,1.0,0.0,4.0,0.0
2660094,,,1,,,,5.0,0.0,0.0,4.0,0.0,10.0,0.0
2457575,,,2,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559391,,,2,,,,5.0,0.0,0.0,1.0,0.0,6.0,0.0
2463134,,,3,,,,0.0,0.0,0.0,0.0,0.0,5.0,2.0
2559394,,,3,,,,6.0,1.0,0.0,0.0,0.0,3.0,0.0
2463412,,,4,,,,1.0,0.0,0.0,1.0,1.0,7.0,0.0
2559401,,,4,,,,1.0,0.0,0.0,2.0,0.0,6.0,0.0
2559413,,,5,,,,6.0,2.0,0.0,2.0,1.0,8.0,0.0
2559381,,,6,,,,21.0,6.0,0.0,6.0,0.0,12.0,0.0
2559422,,,6,,,,7.0,0.0,0.0,1.0,1.0,10.0,0.0
