game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,sacks,tackles
SYNTHETIC_CFL_2023_W1_HAM,,2023,1,CFL,,,,,,,,2.0
SYNTHETIC_CFL_2023_W11_HAM,,2023,11,CFL,,,0.0,,,,0.0,0.0
SYNTHETIC_CFL_2023_W12_HAM,,2023,12,CFL,,,0.0,,,,0.0,0.0
SYNTHETIC_CFL_2023_W13_HAM,,2023,13,CFL,,,0.0,,,,0.0,0.0
SYNTHETIC_CFL_2023_W15_HAM,,2023,15,CFL,,,0.0,,,,0.0,0.0
SYNTHETIC_CFL_2023_W17_HAM,,2023,17,CFL,,,0.0,,,,0.0,0.0
SYNTHETIC_CFL_2023_W19_HAM,,2023,19,CFL,,,0.0,,,,0.0,0.0
SYNTHETIC_CFL_2023_W21_HAM,,2023,21,CFL,,,0.0,0.0,0.0,0.0,0.0,0.0
SYNTHETIC_CFL_2024_W3_HAM,,2024,3,CFL,,,,0.0,0.0,0.0,,
SYNTHETIC_CFL_2024_W4_HAM,,2024,4,CFL,,,,0.0,5.0,1.0,,
