game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,sacks,tackles
SYNTHETIC_CFL_W6_TOR,,,6,CFL,,,,0.0,24.0,5.0,,
SYNTHETIC_CFL_W7_TOR,,,7,CFL,,,,0.0,64.0,9.0,,
SYNTHETIC_CFL_W8_TOR,,,8,CFL,,,,0.0,84.0,5.0,,
SYNTHETIC_CFL_W9_TOR,,,9,CFL,,,,0.0,12.0,2.0,,
SYNTHETIC_CFL_W10_TOR,,,10,CFL,,,,0.0,51.0,5.0,,
SYNTHETIC_CFL_W11_TOR,,,11,CFL,,,,0.0,23.0,3.0,,
SYNTHETIC_CFL_W14_TOR,,,14,CFL,,,,0.0,25.0,2.0,,
SYNTHETIC_CFL_W16_TOR,,,16,CFL,,,,1.0,49.0,4.0,,
SYNTHETIC_CFL_W17_TOR,,,17,CFL,,,,0.0,26.0,3.0,,
SYNTHETIC_CFL_W18_TOR,,,18,CFL,,,,0.0,121.0,8.0,,
SYNTHETIC_CFL_W19_TOR,,,19,CFL,,,,0.0,32.0,3.0,,
SYNTHETIC_CFL_W20_TOR,,,20,CFL,,,,1.0,18.0,4.0,,
SYNTHETIC_CFL_2023_W11_CGY,,2023,11,CFL,,,,0.0,23.0,1.0,,
SYNTHETIC_CFL_2023_W12_CGY,,2023,12,CFL,,,,0.0,43.0,4.0,,
SYNTHETIC_CFL_2023_W13_CGY,,2023,13,CFL,,,0.0,0.0,76.0,7.0,0.0,1.0
SYNTHETIC_CFL_2023_W14_CGY,,2023,14,CFL,,,,0.0,51.0,3.0,,
