game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-27-CHI-MAD,2023-05-27,2023,5,,CHI,MAD,,,2.0,2.0,,1.0,,,2.0,,12.0,23.0
2023-05-28-MIN-CHI,2023-05-28,2023,5,,MIN,CHI,1.0,,,,,,,,,,,
2023-06-03-CHI-MIN,2023-06-03,2023,6,,CHI,MIN,1.0,,2.0,3.0,,,,,3.0,,16.0,45.0
2023-06-10-CHI-IND,2023-06-10,2023,7,,CHI,IND,,,,,,,,1.0,,,,
2023-06-17-POR-CHI,2023-06-17,2023,8,,POR,CHI,1.0,,8.0,8.0,,,,5.0,10.0,1.0,16.0,77.0
2023-06-23-DET-CHI,2023-06-23,2023,9,,DET,CHI,1.0,,4.0,5.0,,,2.0,,5.0,1.0,29.0,39.0
2023-06-24-CHI-DET,2023-06-24,2023,9,,CHI,DET,,1.0,,,,1.0,,2.0,,,,
2023-07-07-CHI-PIT,2023-07-07,2023,11,,CHI,PIT,,1.0,13.0,10.0,,2.0,,0.0,10.0,,112.0,109.0
2023-07-08-PIT-CHI,2023-07-08,2023,11,,PIT,CHI,1.0,,,,,,,,,,,
2023-07-15-CHI-MIN,2023-07-15,2023,12,,CHI,MIN,,1.0,9.0,9.0,,1.0,,,10.0,1.0,34.0,20.0
2023-07-21-MAD-CHI,2023-07-21,2023,13,,MAD,CHI,,1.0,8.0,6.0,1.0,3.0,1.0,,6.0,,124.0,2.0
