game_id,date,season,week,league,away,home,assists,catches,completions,drops,goals,hockeyAssists,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-06-30-DET-PIT,2023-06-30,2023,10,,DET,PIT,,7.0,9.0,2.0,,1.0,9.0,,-21.0,68.0
2023-07-08-PIT-CHI,2023-07-08,2023,11,,PIT,CHI,,5.0,7.0,,,,8.0,1.0,43.0,-11.0
2023-07-15-PIT-IND,2023-07-15,2023,12,,PIT,IND,,3.0,4.0,,,1.0,5.0,1.0,-14.0,26.0
2023-07-22-IND-PIT,2023-07-22,2023,13,,IND,PIT,3.0,46.0,58.0,1.0,1.0,6.0,59.0,1.0,70.0,341.0
