game_id,date,season,week,league,away,home,assists,catches,completions,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-06-23-IND-MAD,2023-06-23,2023,9,,IND,MAD,3.0,17.0,19.0,,1.0,,19.0,,6.0,161.0
2023-07-01-MAD-IND,2023-07-01,2023,10,,MAD,IND,,7.0,6.0,1.0,1.0,,6.0,,11.0,55.0
2023-07-09-IND-MIN,2023-07-09,2023,11,,IND,MIN,1.0,11.0,12.0,,,,15.0,2.0,18.0,76.0
2023-07-15-PIT-IND,2023-07-15,2023,12,,PIT,IND,1.0,43.0,41.0,1.0,2.0,2.0,44.0,2.0,171.0,227.0
2023-07-22-IND-PIT,2023-07-22,2023,13,,IND,PIT,4.0,42.0,49.0,,2.0,,49.0,,152.0,315.0
