game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452436,,,1,,,,10.0,4.0,0.0,2.0,1.0,9.0,1.0
2660094,,,1,,,,7.0,4.0,0.0,1.0,2.0,8.0,0.0
2457579,,,2,,,,9.0,5.0,0.0,1.0,0.0,9.0,0.0
2559391,,,2,,,,3.0,2.0,0.0,1.0,0.0,7.0,1.0
2463134,,,3,,,,5.0,2.0,0.0,0.0,0.0,5.0,0.0
2559394,,,3,,,,5.0,4.0,0.0,1.0,0.0,7.0,1.0
2463412,,,4,,,,11.0,3.0,0.0,4.0,0.0,7.0,1.0
2559401,,,4,,,,1.0,0.0,0.0,2.0,1.0,5.0,1.0
2559413,,,5,,,,8.0,3.0,0.0,1.0,0.0,5.0,0.0
2559381,,,6,,,,18.0,9.0,0.0,9.0,0.0,30.0,3.0
2559422,,,6,,,,5.0,2.0,0.0,1.0,0.0,6.0,1.0
