game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-06-10-PHI-TOR,2023-06-10,2023,7,,PHI,TOR,2.0,,33.0,50.0,,2.0,1.0,,52.0,1.0,13.0,343.0
2023-06-17-PIT-TOR,2023-06-17,2023,8,,PIT,TOR,2.0,,47.0,57.0,,2.0,1.0,,61.0,4.0,15.0,383.0
2023-06-25-MTL-TOR,2023-06-25,2023,9,,MTL,TOR,1.0,,16.0,24.0,,,,,24.0,,-73.0,181.0
2023-07-01-BOS-TOR,2023-07-01,2023,10,,BOS,TOR,4.0,,54.0,65.0,1.0,3.0,1.0,,68.0,3.0,-66.0,605.0
2023-07-15-TOR-DET,2023-07-15,2023,12,,TOR,DET,1.0,1.0,29.0,34.0,5.0,1.0,1.0,1.0,37.0,3.0,57.0,313.0
2023-07-21-TOR-DC,2023-07-21,2023,13,,TOR,DC,2.0,,37.0,43.0,2.0,1.0,,,45.0,1.0,58.0,312.0
2023-07-22-TOR-PHI,2023-07-22,2023,13,,TOR,PHI,,,,,,,0.0,,,,,
