game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
SYNTHETIC_CFL_2023_W1_BC,,2023,1,CFL,,,,0.0,85.0,6.0,,,,
SYNTHETIC_CFL_2023_W2_BC,,2023,2,CFL,,,,0.0,46.0,5.0,,,,
SYNTHETIC_CFL_2023_W3_BC,,2023,3,CFL,,,,1.0,83.0,8.0,,,,
SYNTHETIC_CFL_2023_W4_BC,,2023,4,CFL,,,,0.0,68.0,3.0,,,,
SYNTHETIC_CFL_2023_W5_BC,,2023,5,CFL,,,,0.0,12.0,1.0,0.0,8.0,,
SYNTHETIC_CFL_2023_W7_BC,,2023,7,CFL,,,,1.0,56.0,3.0,,,,
SYNTHETIC_CFL_2023_W8_BC,,2023,8,CFL,,,,0.0,94.0,5.0,,,,
SYNTHETIC_CFL_2023_W9_BC,,2023,9,CFL,,,,0.0,15.0,2.0,,,,
SYNTHETIC_CFL_2023_W10_BC,,2023,10,CFL,,,,1.0,80.0,7.0,,,,
SYNTHETIC_CFL_2023_W11_BC,,2023,11,CFL,,,,1.0,161.0,7.0,,,,
SYNTHETIC_CFL_2023_W12_BC,,2023,12,CFL,,,0.0,0.0,76.0,4.0,,,0.0,0.0
SYNTHETIC_CFL_2023_W13_BC,,2023,13,CFL,,,,2.0,88.0,5.0,,,,
SYNTHETIC_CFL_2023_W15_BC,,2023,15,CFL,,,,0.0,21.0,3.0,,,,
SYNTHETIC_CFL_2023_W16_BC,,2023,16,CFL,,,,0.0,36.0,2.0,,,,
SYNTHETIC_CFL_2023_W17_BC,,2023,17,CFL,,,,2.0,83.0,3.0,0.0,11.0,,
SYNTHETIC_CFL_2023_W18_BC,,2023,18,CFL,,,,0.0,53.0,3.0,,,,
SYNTHETIC_CFL_2023_W19_BC,,2023,19,CFL,,,,1.0,85.0,7.0,,,,
SYNTHETIC_CFL_2023_W20_BC,,2023,20,CFL,,,,0.0,16.0,3.0,,,,
SYNTHETIC_CFL_2024_W1_BC,,2024,1,CFL,,,,,90.0,8.0,,,,
SYNTHETIC_CFL_2024_W2_BC,,2024,2,CFL,,,,1.0,97.0,8.0,,,,
SYNTHETIC_CFL_2024_W3_BC,,2024,3,CFL,,,,2.0,215.0,7.0,,,,
SYNTHETIC_CFL_2024_W4_BC,,2024,4,CFL,,,,0.0,55.0,4.0,,,,
SYNTHETIC_CFL_2024_W5_BC,,2024,5,CFL,,,,1.0,116.0,6.0,,,,
SYNTHETIC_CFL_2024_W6_BC,,2024,6,CFL,,,,0.0,83.0,5.0,,,,
SYNTHETIC_CFL_2024_W7_BC,,2024,7,CFL,,,,0.0,7.0,1.0,,,,
SYNTHETIC_CFL_2024_W9_BC,,2024,9,CFL,,,,0.0,43.0,3.0,,,,
SYNTHETIC_CFL_2024_W10_BC,,2024,10,CFL,,,,0.0,18.0,2.0,,,,
SYNTHETIC_CFL_2024_W11_BC,,2024,11,CFL,,,,0.0,50.0,2.0,,,,
SYNTHETIC_CFL_2024_W12_BC,,2024,12,CFL,,,,0.0,18.0,2.0,,,,
SYNTHETIC_CFL_2024_W13_BC,,2024,13,CFL,,,,1.0,11.0,2.0,,,,
SYNTHETIC_CFL_2024_W14_BC,,2024,14,CFL,,,,0.0,78.0,6.0,,,,
SYNTHETIC_CFL_2024_W15_BC,,2024,15,CFL,,,,0.0,0.0,0.0,,,,
SYNTHETIC_CFL_2024_W19_BC,,2024,19,CFL,,,,0.0,17.0,2.0,,,,
SYNTHETIC_CFL_2024_W20_BC,,2024,20,CFL,,,,1.0,39.0,3.0,,,,
SYNTHETIC_CFL_2025_W9_EDM,,2025,9,CFL,,,,0.0,0.0,0.0,,,,
SYNTHETIC_CFL_2025_W10_EDM,,2025,10,CFL,,,,0.0,23.0,2.0,,,,
SYNTHETIC_CFL_2025_W11_EDM,,2025,11,CFL,,,,0.0,8.0,1.0,,,,
SYNTHETIC_CFL_2025_W12_EDM,,2025,12,CFL,,,,0.0,132.0,5.0,,,,
SYNTHETIC_CFL_2025_W21_EDM,,2025,21,CFL,,,,0.0,0.0,0.0,,,,
