game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_USFL_W1_PIT,,,1,USFL,,,0.0,9.0,1.0
SYNTHETIC_USFL_W2_PIT,,,2,USFL,,,0.0,6.0,1.0
SYNTHETIC_USFL_W9_PIT,,,9,USFL,,,0.0,0.0,0.0
SYNTHETIC_USFL_W10_PIT,,,10,USFL,,,1.0,19.0,3.0
SYNTHETIC_USFL_2023_W2_MAULERS,,2023,2,USFL,,,0.0,0.0,0.0
SYNTHETIC_USFL_2023_W4_MAULERS,,2023,4,USFL,,,0.0,20.0,1.0
SYNTHETIC_USFL_2023_W6_MAULERS,,2023,6,USFL,,,,49.0,3.0
SYNTHETIC_USFL_2023_W7_MAULERS,,2023,7,USFL,,,0.0,22.0,4.0
SYNTHETIC_USFL_2023_W8_MAULERS,,2023,8,USFL,,,0.0,15.0,3.0
SYNTHETIC_USFL_2023_W10_MAULERS,,2023,10,USFL,,,0.0,6.0,1.0
SYNTHETIC_USFL_2023_W11_MAULERS,,2023,11,USFL,,,,10.0,1.0
SYNTHETIC_USFL_2023_W12_MAULERS,,2023,12,USFL,,,,6.0,1.0
