game_id,date,season,week,league,away,home,lost_fumbles,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_UFL_2025_W1_ROUGHNECKS,,2025,1,UFL,,,,,2.0,1.0,,
SYNTHETIC_UFL_2025_W2_ROUGHNECKS,,2025,2,UFL,,,,0.0,15.0,2.0,,
SYNTHETIC_UFL_2025_W3_ROUGHNECKS,,2025,3,UFL,,,,0.0,20.0,3.0,,
SYNTHETIC_UFL_2025_W4_ROUGHNECKS,,2025,4,UFL,,,,0.0,21.0,3.0,0.0,11.0
SYNTHETIC_UFL_2025_W5_ROUGHNECKS,,2025,5,UFL,,,,0.0,8.0,1.0,0.0,12.0
SYNTHETIC_UFL_2025_W6_ROUGHNECKS,,2025,6,UFL,,,,0.0,6.0,1.0,0.0,3.0
SYNTHETIC_UFL_2025_W7_ROUGHNECKS,,2025,7,UFL,,,1.0,0.0,65.0,4.0,,
SYNTHETIC_UFL_2025_W8_ROUGHNECKS,,2025,8,UFL,,,,0.0,42.0,2.0,,
SYNTHETIC_UFL_2026_W1_HOUSTONGAMBLERS,,2026,1,UFL,,,,0.0,21.0,1.0,,
SYNTHETIC_UFL_2026_W2_HOUSTONGAMBLERS,,2026,2,UFL,,,,0.0,8.0,2.0,0.0,0.0
SYNTHETIC_UFL_2026_W3_HOUSTONGAMBLERS,,2026,3,UFL,,,,0.0,33.0,2.0,,
SYNTHETIC_UFL_2026_W4_HOUSTONGAMBLERS,,2026,4,UFL,,,,0.0,14.0,2.0,,
SYNTHETIC_UFL_2026_W5_HOUSTONGAMBLERS,,2026,5,UFL,,,,0.0,43.0,3.0,0.0,0.0
SYNTHETIC_UFL_2026_W6_HOUSTONGAMBLERS,,2026,6,UFL,,,,1.0,38.0,2.0,,
