game_id,date,season,week,league,away,home,conversions,receiving_tds,receiving_yards,receptions
SYNTHETIC_UFL_2026_W1_LOUISVILLEKINGS,,2026,1,UFL,,,,0.0,0.0,0.0
SYNTHETIC_UFL_2026_W2_LOUISVILLEKINGS,,2026,2,UFL,,,,0.0,39.0,2.0
SYNTHETIC_UFL_2026_W3_LOUISVILLEKINGS,,2026,3,UFL,,,,0.0,44.0,2.0
SYNTHETIC_UFL_2026_W4_LOUISVILLEKINGS,,2026,4,UFL,,,1.0,0.0,0.0,0.0
