game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-06-TOR-BOS,2023-05-06,2023,2,,TOR,BOS,2.0,,15.0,12.0,1.0,2.0,2.0,,,13.0,1.0,202.0,119.0
2023-05-13-PHI-BOS,2023-05-13,2023,3,,PHI,BOS,,,10.0,5.0,,4.0,1.0,,,6.0,1.0,151.0,40.0
2023-05-20-BOS-MTL,2023-05-20,2023,4,,BOS,MTL,,1.0,4.0,3.0,,,1.0,,,4.0,1.0,49.0,17.0
2023-06-02-NY-BOS,2023-06-02,2023,6,,NY,BOS,,,5.0,3.0,,1.0,,,,4.0,1.0,79.0,11.0
2023-06-09-ATL-BOS,2023-06-09,2023,7,,ATL,BOS,3.0,2.0,5.0,5.0,,,,,,5.0,3.0,54.0,76.0
2023-06-11-BOS-MTL,2023-06-11,2023,7,,BOS,MTL,,,,,,,,1.0,2.0,,,,
2023-06-16-BOS-NY,2023-06-16,2023,8,,BOS,NY,3.0,,17.0,14.0,,2.0,1.0,1.0,,15.0,1.0,286.0,128.0
2023-06-24-DC-BOS,2023-06-24,2023,9,,DC,BOS,2.0,,21.0,15.0,,5.0,1.0,1.0,,16.0,1.0,292.0,143.0
2023-07-07-BOS-PHI,2023-07-07,2023,11,,BOS,PHI,1.0,0.0,11.0,8.0,,,1.0,0.0,,10.0,2.0,117.0,70.0
2023-07-08-BOS-DC,2023-07-08,2023,11,,BOS,DC,,,,,,1.0,,,,,,,
2023-07-21-MTL-BOS,2023-07-21,2023,13,,MTL,BOS,1.0,,4.0,2.0,,2.0,,1.0,,2.0,,90.0,54.0
