game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-06-MIN-IND,2023-05-06,2023,2,,MIN,IND,2.0,1.0,15.0,12.0,,1.0,,1.0,11.0,,14.0,2.0,9.0,114.0
2023-05-20-PIT-MIN,2023-05-20,2023,4,,PIT,MIN,2.0,2.0,14.0,13.0,,2.0,1.0,1.0,15.0,,18.0,5.0,26.0,96.0
2023-05-27-MIN-DET,2023-05-27,2023,5,,MIN,DET,,,10.0,16.0,,1.0,1.0,2.0,9.0,,17.0,1.0,23.0,170.0
2023-05-28-MIN-CHI,2023-05-28,2023,5,,MIN,CHI,4.0,,,,1.0,,,,,,,,,
2023-06-03-CHI-MIN,2023-06-03,2023,6,,CHI,MIN,5.0,1.0,30.0,36.0,,,2.0,1.0,11.0,,40.0,4.0,40.0,178.0
2023-06-10-MAD-MIN,2023-06-10,2023,7,,MAD,MIN,1.0,,15.0,19.0,,1.0,,,14.0,1.0,20.0,1.0,8.0,102.0
2023-06-17-MIN-MAD,2023-06-17,2023,8,,MIN,MAD,5.0,1.0,15.0,23.0,,,,3.0,14.0,,24.0,1.0,10.0,304.0
2023-07-07-MIN-MAD,2023-07-07,2023,11,,MIN,MAD,2.0,0.0,14.0,19.0,,,,1.0,15.0,,24.0,5.0,-40.0,152.0
2023-07-09-IND-MIN,2023-07-09,2023,11,,IND,MIN,,,,,1.0,,2.0,,,,,,,
2023-07-15-CHI-MIN,2023-07-15,2023,12,,CHI,MIN,4.0,,12.0,25.0,,,2.0,3.0,12.0,,32.0,6.0,14.0,356.0
2023-07-23-DET-MIN,2023-07-23,2023,13,,DET,MIN,3.0,2.0,10.0,14.0,,,,1.0,11.0,,16.0,2.0,-37.0,153.0
2024-04-27-MIN-PIT,2024-04-27,2024,1,,MIN,PIT,2.0,1.0,,,0.0,0.0,,,,,,1.0,-5.0,163.0
2024-05-11-MIN-CHI,2024-05-11,2024,3,,MIN,CHI,2.0,0.0,,,0.0,0.0,,,,,,2.0,-14.0,105.0
2024-05-18-PIT-MIN,2024-05-18,2024,4,,PIT,MIN,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2024-05-24-MIN-MAD,2024-05-24,2024,5,,MIN,MAD,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2024-06-08-MIN-IND,2024-06-08,2024,7,,MIN,IND,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2024-06-15-COL-MIN,2024-06-15,2024,8,,COL,MIN,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2024-06-22-MAD-MIN,2024-06-22,2024,9,,MAD,MIN,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2024-06-28-MIN-CHI,2024-06-28,2024,10,,MIN,CHI,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2024-06-29-MIN-DET,2024-06-29,2024,10,,MIN,DET,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2024-07-06-CHI-MIN,2024-07-06,2024,11,,CHI,MIN,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2024-07-12-NY-MIN,2024-07-12,2024,12,,NY,MIN,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2024-07-20-DET-MIN,2024-07-20,2024,13,,DET,MIN,0.0,1.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2025-04-26-MAD-MIN,2025-04-26,2025,1,,MAD,MIN,2.0,1.0,,,1.0,1.0,,,,,,1.0,35.0,280.0
2025-05-10-MIN-IND,2025-05-10,2025,3,,MIN,IND,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2025-05-17-CHI-MIN,2025-05-17,2025,4,,CHI,MIN,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2025-05-24-MIN-PIT,2025-05-24,2025,5,,MIN,PIT,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2025-05-30-ATL-MIN,2025-05-30,2025,6,,ATL,MIN,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2025-06-07-PIT-MIN,2025-06-07,2025,7,,PIT,MIN,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2025-06-13-MIN-MAD,2025-06-13,2025,8,,MIN,MAD,2.0,0.0,,,0.0,0.0,,,,,,3.0,30.0,142.0
2025-06-21-IND-MIN,2025-06-21,2025,9,,IND,MIN,2.0,1.0,,,0.0,1.0,,,,,,1.0,37.0,237.0
2025-07-04-MIN-CHI,2025-07-04,2025,11,,MIN,CHI,2.0,0.0,,,0.0,0.0,,,,,,3.0,37.0,217.0
2025-07-05-MIN-DET,2025-07-05,2025,11,,MIN,DET,1.0,0.0,,,0.0,0.0,,,,,,2.0,70.0,122.0
2025-07-12-MAD-MIN,2025-07-12,2025,12,,MAD,MIN,0.0,0.0,,,0.0,0.0,,,,,,1.0,45.0,103.0
2025-07-18-MIN-SLC,2025-07-18,2025,13,,MIN,SLC,1.0,1.0,,,1.0,0.0,,,,,,2.0,59.0,35.0
2025-07-20-DET-MIN,2025-07-20,2025,13,,DET,MIN,2.0,1.0,,,0.0,1.0,,,,,,0.0,59.0,27.0
