game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-PHI-NY,2023-04-29,2023,1,,PHI,NY,,,2.0,1.0,,1.0,,,1.0,,10.0,-7.0
2023-05-07-PHI-DC,2023-05-07,2023,2,,PHI,DC,,1.0,4.0,3.0,1.0,,,,4.0,1.0,33.0,-18.0
2023-05-13-PHI-BOS,2023-05-13,2023,3,,PHI,BOS,1.0,,2.0,2.0,,,1.0,1.0,2.0,,-5.0,97.0
2023-05-20-NY-PHI,2023-05-20,2023,4,,NY,PHI,1.0,,16.0,16.0,,,,,16.0,,75.0,39.0
2023-05-27-PHI-PIT,2023-05-27,2023,5,,PHI,PIT,2.0,,13.0,12.0,,,,,13.0,1.0,108.0,47.0
2023-06-03-CAR-PHI,2023-06-03,2023,6,,CAR,PHI,2.0,,21.0,23.0,,,2.0,,23.0,,98.0,68.0
2023-06-17-MTL-PHI,2023-06-17,2023,8,,MTL,PHI,1.0,,6.0,6.0,,,,,6.0,,99.0,-6.0
2023-07-07-BOS-PHI,2023-07-07,2023,11,,BOS,PHI,,,13.0,12.0,,1.0,,,12.0,,143.0,2.0
2023-07-15-DC-PHI,2023-07-15,2023,12,,DC,PHI,,,10.0,9.0,,1.0,2.0,,9.0,,80.0,7.0
2023-07-22-TOR-PHI,2023-07-22,2023,13,,TOR,PHI,4.0,,25.0,24.0,,2.0,3.0,1.0,24.0,,256.0,27.0
