game_id,date,season,week,league,away,home,conversions,interceptions_lost,lost_fumbles,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_USFL_W5_PIT,,,5,USFL,,,,1.0,,2.0,170.0,,,,0.0,20.0
SYNTHETIC_USFL_W6_PIT,,,6,USFL,,,,2.0,,1.0,198.0,,,,1.0,9.0
SYNTHETIC_USFL_W7_PIT,,,7,USFL,,,,0.0,1.0,0.0,58.0,,,,,
SYNTHETIC_USFL_W9_PIT,,,9,USFL,,,,2.0,1.0,1.0,146.0,0.0,-5.0,1.0,0.0,12.0
SYNTHETIC_USFL_W10_PIT,,,10,USFL,,,0.0,1.0,0.0,2.0,157.0,,,,0.0,19.0
