game_id,date,season,week,league,away,home,blocks,catches,completions,hockeyAssists,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-06-DAL-ATX,2023-05-06,2023,2,,DAL,ATX,1.0,4.0,5.0,,5.0,,3.0,36.0
2023-05-13-HTX-DAL,2023-05-13,2023,3,,HTX,DAL,,2.0,1.0,,1.0,,19.0,11.0
2023-05-28-ATX-DAL,2023-05-28,2023,5,,ATX,DAL,,7.0,4.0,,7.0,3.0,102.0,36.0
2023-07-01-DAL-ATX,2023-07-01,2023,10,,DAL,ATX,,1.0,1.0,,1.0,,3.0,11.0
2023-07-08-ATX-DAL,2023-07-08,2023,11,,ATX,DAL,,3.0,2.0,1.0,3.0,,21.0,9.0
