game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-05-TOR-NY,2023-05-05,2023,2,,TOR,NY,1.0,,3.0,2.0,,5.0,2.0,,55.0,1.0
2023-06-02-NY-BOS,2023-06-02,2023,6,,NY,BOS,,,1.0,1.0,,,1.0,,12.0,13.0
2023-07-14-NY-COL,2023-07-14,2023,12,,NY,COL,,,2.0,2.0,,8.0,2.0,0.0,29.0,9.0
2023-07-22-MTL-NY,2023-07-22,2023,13,,MTL,NY,,2.0,2.0,1.0,1.0,,1.0,,16.0,3.0
