game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,sacks,tackles
SYNTHETIC_CFL_W15_MTL,,,15,CFL,,,,0.0,14.0,1.0,,
SYNTHETIC_CFL_W17_MTL,,,17,CFL,,,,0.0,34.0,1.0,,
SYNTHETIC_CFL_2023_W2_EDM,,2023,2,CFL,,,,0.0,7.0,1.0,,
SYNTHETIC_CFL_2023_W3_EDM,,2023,3,CFL,,,,2.0,86.0,2.0,,
SYNTHETIC_CFL_2023_W4_EDM,,2023,4,CFL,,,,0.0,23.0,3.0,,
SYNTHETIC_CFL_2023_W5_EDM,,2023,5,CFL,,,,0.0,23.0,2.0,,
SYNTHETIC_CFL_2023_W6_EDM,,2023,6,CFL,,,,0.0,36.0,3.0,,
SYNTHETIC_CFL_2023_W7_EDM,,2023,7,CFL,,,,0.0,22.0,3.0,,
SYNTHETIC_CFL_2023_W8_EDM,,2023,8,CFL,,,,0.0,0.0,0.0,,
SYNTHETIC_CFL_2023_W11_EDM,,2023,11,CFL,,,,0.0,0.0,0.0,,
SYNTHETIC_CFL_2023_W12_EDM,,2023,12,CFL,,,0.0,,,,0.0,0.0
SYNTHETIC_CFL_2023_W13_EDM,,2023,13,CFL,,,0.0,,,,0.0,0.0
SYNTHETIC_CFL_2023_W15_EDM,,2023,15,CFL,,,0.0,,,,0.0,0.0
