game_id,date,season,week,league,away,home,interceptions_lost,passing_tds,passing_yards,rushing_tds,rushing_yards
SYNTHETIC_USFL_2023_W1_GAMBLERS,,2023,1,USFL,,,,,,0.0,11.0
SYNTHETIC_USFL_2023_W2_GAMBLERS,,2023,2,USFL,,,,,,0.0,-6.0
SYNTHETIC_USFL_2023_W4_GAMBLERS,,2023,4,USFL,,,0.0,0.0,21.0,0.0,52.0
SYNTHETIC_USFL_2023_W5_GAMBLERS,,2023,5,USFL,,,0.0,1.0,117.0,0.0,42.0
SYNTHETIC_CFL_2024_W14_WPG,,2024,14,CFL,,,,,,0.0,6.0
SYNTHETIC_CFL_2024_W17_WPG,,2024,17,CFL,,,0.0,0.0,4.0,0.0,9.0
SYNTHETIC_CFL_2024_W18_WPG,,2024,18,CFL,,,,,,2.0,15.0
SYNTHETIC_CFL_2024_W19_WPG,,2024,19,CFL,,,,,,1.0,4.0
SYNTHETIC_CFL_2024_W21_WPG,,2024,21,CFL,,,,,,1.0,2.0
SYNTHETIC_CFL_2025_W2_WPG,,2025,2,CFL,,,,,,0.0,10.0
SYNTHETIC_CFL_2025_W7_WPG,,2025,7,CFL,,,,,,0.0,3.0
SYNTHETIC_CFL_2025_W9_WPG,,2025,9,CFL,,,,,,0.0,11.0
SYNTHETIC_CFL_2025_W12_WPG,,2025,12,CFL,,,,,,0.0,22.0
SYNTHETIC_CFL_2025_W14_WPG,,2025,14,CFL,,,,,,0.0,2.0
SYNTHETIC_CFL_2025_W21_WPG,,2025,21,CFL,,,1.0,0.0,79.0,1.0,30.0
