game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,throwAttempts,yardsReceived,yardsThrown
2023-06-03-IND-DET,2023-06-03,2023,6,,IND,DET,,,2.0,1.0,1.0,,1.0,14.0,6.0
2023-06-10-CHI-IND,2023-06-10,2023,7,,CHI,IND,,,4.0,4.0,,,4.0,34.0,17.0
2023-06-23-IND-MAD,2023-06-23,2023,9,,IND,MAD,,,4.0,4.0,1.0,2.0,4.0,44.0,-17.0
2023-07-01-MAD-IND,2023-07-01,2023,10,,MAD,IND,,,2.0,2.0,,,2.0,29.0,10.0
2023-07-15-PIT-IND,2023-07-15,2023,12,,PIT,IND,1.0,1.0,1.0,2.0,,,2.0,,23.0
2023-07-22-IND-PIT,2023-07-22,2023,13,,IND,PIT,,1.0,2.0,3.0,,,3.0,3.0,6.0
