game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_CFL_2024_W1_TOR,,2024,1,CFL,,,,40.0,3.0
SYNTHETIC_CFL_2024_W3_TOR,,2024,3,CFL,,,0.0,28.0,3.0
SYNTHETIC_CFL_2024_W4_TOR,,2024,4,CFL,,,1.0,60.0,5.0
SYNTHETIC_CFL_2024_W6_TOR,,2024,6,CFL,,,0.0,9.0,1.0
SYNTHETIC_CFL_2024_W7_TOR,,2024,7,CFL,,,0.0,44.0,4.0
SYNTHETIC_CFL_2024_W8_TOR,,2024,8,CFL,,,0.0,49.0,3.0
SYNTHETIC_CFL_2024_W9_TOR,,2024,9,CFL,,,0.0,8.0,1.0
SYNTHETIC_CFL_2024_W10_TOR,,2024,10,CFL,,,1.0,50.0,4.0
SYNTHETIC_CFL_2024_W12_TOR,,2024,12,CFL,,,0.0,55.0,3.0
SYNTHETIC_CFL_2024_W13_TOR,,2024,13,CFL,,,0.0,7.0,1.0
SYNTHETIC_CFL_2024_W14_TOR,,2024,14,CFL,,,0.0,105.0,7.0
SYNTHETIC_CFL_2024_W15_TOR,,2024,15,CFL,,,1.0,116.0,6.0
SYNTHETIC_CFL_2024_W16_TOR,,2024,16,CFL,,,1.0,42.0,2.0
SYNTHETIC_CFL_2024_W17_TOR,,2024,17,CFL,,,0.0,103.0,5.0
SYNTHETIC_CFL_2024_W19_TOR,,2024,19,CFL,,,0.0,82.0,4.0
SYNTHETIC_CFL_2024_W20_TOR,,2024,20,CFL,,,1.0,104.0,3.0
SYNTHETIC_CFL_2024_W21_TOR,,2024,21,CFL,,,0.0,122.0,6.0
