game_id,date,season,week,league,away,home,tackles
FOOTBALL_XFL_2023_2_25_DC@VGS,2023-02-25,2023,2,XFL,DC,VGS,1.0
FOOTBALL_XFL_2023_4_9_DC@SEA,2023-04-09,2023,8,XFL,DC,SEA,2.0
FOOTBALL_XFL_2023_4_16_ARL@DC,2023-04-16,2023,9,XFL,ARL,DC,1.0
FOOTBALL_XFL_2023_4_22_DC@SA,2023-04-22,2023,10,XFL,DC,SA,6.0
