game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-05-COL-SD,2023-05-05,2023,2,,COL,SD,1.0,,15.0,20.0,,2.0,1.0,,21.0,1.0,56.0,117.0
2023-05-13-POR-SD,2023-05-13,2023,3,,POR,SD,3.0,1.0,25.0,25.0,2.0,,1.0,,25.0,,87.0,91.0
2023-05-19-SD-HTX,2023-05-19,2023,4,,SD,HTX,2.0,,26.0,29.0,1.0,,,,29.0,2.0,191.0,189.0
2023-05-20-SD-ATX,2023-05-20,2023,4,,SD,ATX,,,,,,4.0,,,,,,
2023-06-03-LA-SD,2023-06-03,2023,6,,LA,SD,1.0,,22.0,25.0,1.0,3.0,,,25.0,,191.0,134.0
2023-06-17-SEA-SD,2023-06-17,2023,8,,SEA,SD,1.0,,26.0,35.0,,2.0,,,35.0,,129.0,231.0
2023-06-24-SD-LA,2023-06-24,2023,9,,SD,LA,3.0,,20.0,21.0,1.0,1.0,,,23.0,2.0,123.0,156.0
2023-07-01-SLC-SD,2023-07-01,2023,10,,SLC,SD,2.0,,26.0,26.0,2.0,1.0,1.0,,28.0,2.0,161.0,134.0
2023-07-14-SD-POR,2023-07-14,2023,12,,SD,POR,2.0,,13.0,17.0,,,,,19.0,,46.0,92.0
2023-07-15-SD-SEA,2023-07-15,2023,12,,SD,SEA,,,,,,,,1.0,,1.0,,
2023-07-22-OAK-SD,2023-07-22,2023,13,,OAK,SD,,,7.0,13.0,,,,1.0,15.0,2.0,-2.0,55.0
