game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
SYNTHETIC_CFL_W2_MTL,,,2,CFL,,,,0.0,0.0,0.0,,,,
SYNTHETIC_CFL_W3_MTL,,,3,CFL,,,,0.0,66.0,1.0,,,,
SYNTHETIC_CFL_W4_MTL,,,4,CFL,,,,0.0,11.0,1.0,,,,
SYNTHETIC_CFL_W6_MTL,,,6,CFL,,,,1.0,6.0,1.0,,,,
SYNTHETIC_CFL_W7_MTL,,,7,CFL,,,,0.0,8.0,1.0,,,,
SYNTHETIC_CFL_W8_MTL,,,8,CFL,,,,0.0,8.0,1.0,,,,
SYNTHETIC_CFL_W9_MTL,,,9,CFL,,,,1.0,9.0,2.0,,,,
SYNTHETIC_CFL_W10_MTL,,,10,CFL,,,,0.0,7.0,1.0,,,,
SYNTHETIC_CFL_W11_MTL,,,11,CFL,,,,0.0,51.0,3.0,,,,
SYNTHETIC_CFL_W13_MTL,,,13,CFL,,,,0.0,71.0,4.0,,,,
SYNTHETIC_CFL_W14_MTL,,,14,CFL,,,,0.0,18.0,3.0,,,,
SYNTHETIC_CFL_W16_MTL,,,16,CFL,,,,0.0,24.0,4.0,,,,
SYNTHETIC_CFL_W17_MTL,,,17,CFL,,,,0.0,0.0,0.0,0.0,16.0,,
SYNTHETIC_CFL_W19_MTL,,,19,CFL,,,,0.0,76.0,7.0,,,,
SYNTHETIC_CFL_W20_MTL,,,20,CFL,,,,0.0,9.0,1.0,,,,
SYNTHETIC_CFL_2023_W8_MTL,,2023,8,CFL,,,,0.0,0.0,0.0,,,,
SYNTHETIC_CFL_2023_W9_MTL,,2023,9,CFL,,,,0.0,26.0,4.0,0.0,2.0,,
SYNTHETIC_CFL_2023_W10_MTL,,2023,10,CFL,,,,0.0,16.0,3.0,,,,
SYNTHETIC_CFL_2023_W11_MTL,,2023,11,CFL,,,,0.0,9.0,1.0,,,,
SYNTHETIC_CFL_2023_W12_MTL,,2023,12,CFL,,,0.0,0.0,36.0,4.0,,,0.0,1.0
SYNTHETIC_CFL_2023_W13_MTL,,2023,13,CFL,,,,0.0,32.0,3.0,,,,
SYNTHETIC_CFL_2023_W14_MTL,,2023,14,CFL,,,,0.0,36.0,4.0,,,,
SYNTHETIC_CFL_2023_W15_MTL,,2023,15,CFL,,,,1.0,105.0,9.0,,,,
SYNTHETIC_CFL_2023_W16_MTL,,2023,16,CFL,,,,0.0,87.0,4.0,,,,
SYNTHETIC_CFL_2023_W17_MTL,,2023,17,CFL,,,,1.0,41.0,3.0,,,,
SYNTHETIC_CFL_2023_W18_MTL,,2023,18,CFL,,,,1.0,90.0,6.0,0.0,7.0,,
SYNTHETIC_CFL_2023_W19_MTL,,2023,19,CFL,,,,1.0,38.0,4.0,,,,
SYNTHETIC_CFL_2023_W21_MTL,,2023,21,CFL,,,,1.0,16.0,2.0,,,,
SYNTHETIC_CFL_2024_W1_MTL,,2024,1,CFL,,,,2.0,141.0,10.0,,,,
SYNTHETIC_CFL_2024_W2_MTL,,2024,2,CFL,,,,0.0,49.0,5.0,,,,
SYNTHETIC_CFL_2024_W3_MTL,,2024,3,CFL,,,,1.0,150.0,8.0,,,,
SYNTHETIC_CFL_2024_W4_MTL,,2024,4,CFL,,,,1.0,90.0,5.0,,,,
SYNTHETIC_CFL_2024_W5_MTL,,2024,5,CFL,,,,0.0,134.0,12.0,,,,
SYNTHETIC_CFL_2024_W6_MTL,,2024,6,CFL,,,,1.0,38.0,4.0,,,,
SYNTHETIC_CFL_2024_W8_MTL,,2024,8,CFL,,,,0.0,88.0,7.0,,,,
SYNTHETIC_CFL_2024_W9_MTL,,2024,9,CFL,,,,0.0,82.0,5.0,,,,
SYNTHETIC_CFL_2024_W10_MTL,,2024,10,CFL,,,,0.0,7.0,2.0,,,,
SYNTHETIC_CFL_2025_W1_MTL,,2025,1,CFL,,,,1.0,48.0,4.0,,,,
SYNTHETIC_CFL_2025_W2_MTL,,2025,2,CFL,,,,0.0,42.0,5.0,,,,
SYNTHETIC_CFL_2025_W3_MTL,,2025,3,CFL,,,,1.0,96.0,8.0,0.0,4.0,,
SYNTHETIC_CFL_2025_W4_MTL,,2025,4,CFL,,,,0.0,41.0,4.0,,,,
SYNTHETIC_CFL_2025_W5_MTL,,2025,5,CFL,,,,1.0,57.0,3.0,,,,
SYNTHETIC_CFL_2025_W14_MTL,,2025,14,CFL,,,,0.0,34.0,4.0,,,,
SYNTHETIC_CFL_2025_W15_MTL,,2025,15,CFL,,,,2.0,238.0,9.0,0.0,5.0,,
SYNTHETIC_CFL_2025_W16_MTL,,2025,16,CFL,,,,0.0,66.0,6.0,,,,
SYNTHETIC_CFL_2025_W17_MTL,,2025,17,CFL,,,,0.0,76.0,6.0,,,,
SYNTHETIC_CFL_2025_W19_MTL,,2025,19,CFL,,,,0.0,40.0,6.0,,,,
SYNTHETIC_CFL_2025_W20_MTL,,2025,20,CFL,,,,0.0,0.0,0.0,,,,
SYNTHETIC_CFL_2025_W21_MTL,,2025,21,CFL,,,,0.0,66.0,6.0,,,,
