game_id,date,season,week,league,away,home,assists,blocks,callahans,catches,completions,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-05-CAR-ATL,2023-05-05,2023,2,,CAR,ATL,2.0,,,5.0,7.0,,1.0,2.0,5.0,7.0,,13.0,161.0
2023-05-12-ATX-ATL,2023-05-12,2023,3,,ATX,ATL,3.0,,,11.0,12.0,,1.0,2.0,2.0,13.0,1.0,36.0,224.0
2023-05-21-ATL-CAR,2023-05-21,2023,4,,ATL,CAR,,,,2.0,2.0,,1.0,,1.0,3.0,1.0,5.0,23.0
2023-05-27-HTX-ATL,2023-05-27,2023,5,,HTX,ATL,1.0,2.0,,19.0,22.0,,2.0,,,24.0,2.0,-24.0,100.0
2023-06-09-ATL-BOS,2023-06-09,2023,7,,ATL,BOS,,,,5.0,7.0,,2.0,1.0,13.0,7.0,,14.0,50.0
2023-06-10-ATL-NY,2023-06-10,2023,7,,ATL,NY,1.0,1.0,,,,,,,,,,,
2023-06-23-ATL-HTX,2023-06-23,2023,9,,ATL,HTX,,,,3.0,3.0,2.0,2.0,,4.0,7.0,3.0,27.0,15.0
2023-06-24-ATL-DAL,2023-06-24,2023,9,,ATL,DAL,,1.0,1.0,,,,,,,,,,
2023-07-15-ATL-CAR,2023-07-15,2023,12,,ATL,CAR,2.0,,,8.0,9.0,1.0,1.0,,1.0,10.0,1.0,53.0,33.0
