game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-IND-ATL,2023-04-29,2023,1,,IND,ATL,1.0,,3.0,3.0,,,5.0,3.0,,25.0,22.0
2023-05-05-CAR-ATL,2023-05-05,2023,2,,CAR,ATL,,,2.0,,,2.0,8.0,,,101.0,
2023-05-12-ATX-ATL,2023-05-12,2023,3,,ATX,ATL,1.0,,6.0,5.0,,1.0,11.0,5.0,,127.0,-8.0
2023-05-21-ATL-CAR,2023-05-21,2023,4,,ATL,CAR,,,1.0,1.0,,,9.0,1.0,,-1.0,3.0
2023-05-27-HTX-ATL,2023-05-27,2023,5,,HTX,ATL,,1.0,5.0,2.0,,2.0,1.0,3.0,1.0,85.0,-5.0
2023-06-10-ATL-NY,2023-06-10,2023,7,,ATL,NY,,,1.0,,,1.0,1.0,,,24.0,
2023-06-17-DAL-ATL,2023-06-17,2023,8,,DAL,ATL,,1.0,7.0,3.0,,2.0,5.0,5.0,2.0,131.0,-15.0
2023-06-23-ATL-HTX,2023-06-23,2023,9,,ATL,HTX,,2.0,2.0,,1.0,1.0,11.0,,,33.0,
2023-06-24-ATL-DAL,2023-06-24,2023,9,,ATL,DAL,,,,1.0,,,,1.0,,,-16.0
2023-07-15-ATL-CAR,2023-07-15,2023,12,,ATL,CAR,,,,,,,10.0,,,,
2023-07-22-CAR-ATL,2023-07-22,2023,13,,CAR,ATL,,,1.0,1.0,1.0,,11.0,1.0,,8.0,6.0
