game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-DC-CAR,2023-04-29,2023,1,,DC,CAR,2.0,,3.0,3.0,,,,1.0,14.0,3.0,,14.0,59.0
2023-05-07-PHI-DC,2023-05-07,2023,2,,PHI,DC,,2.0,3.0,3.0,,1.0,,,7.0,3.0,,23.0,38.0
2023-05-13-NY-DC,2023-05-13,2023,3,,NY,DC,1.0,1.0,7.0,7.0,,,1.0,,9.0,8.0,1.0,32.0,54.0
2023-05-20-DC-TOR,2023-05-20,2023,4,,DC,TOR,2.0,4.0,4.0,5.0,,,,1.0,8.0,8.0,3.0,39.0,59.0
2023-06-02-CAR-DC,2023-06-02,2023,6,,CAR,DC,1.0,,4.0,4.0,,,1.0,,7.0,4.0,,65.0,37.0
2023-06-16-MTL-DC,2023-06-16,2023,8,,MTL,DC,2.0,2.0,10.0,12.0,,,1.0,1.0,12.0,12.0,,68.0,162.0
2023-06-23-DC-MTL,2023-06-23,2023,9,,DC,MTL,1.0,1.0,,3.0,,,,,16.0,1.0,,,7.0
2023-06-24-DC-BOS,2023-06-24,2023,9,,DC,BOS,,,2.0,,1.0,1.0,,,,,1.0,39.0,
2023-07-15-DC-PHI,2023-07-15,2023,12,,DC,PHI,,,1.0,,,,,,11.0,1.0,1.0,16.0,
2023-07-21-TOR-DC,2023-07-21,2023,13,,TOR,DC,,2.0,5.0,8.0,,,,1.0,15.0,9.0,1.0,64.0,82.0
