game_id,date,season,week,league,away,home,interceptions_lost,lost_fumbles,passing_tds,passing_yards,rushing_tds,rushing_yards
SYNTHETIC_USFL_2023_W1_STARS,,2023,1,USFL,,,0.0,,3.0,212.0,,31.0
SYNTHETIC_USFL_2023_W2_STARS,,2023,2,USFL,,,2.0,1.0,0.0,280.0,0.0,12.0
SYNTHETIC_USFL_2023_W3_STARS,,2023,3,USFL,,,2.0,1.0,1.0,238.0,0.0,0.0
SYNTHETIC_USFL_2023_W4_STARS,,2023,4,USFL,,,1.0,,1.0,200.0,0.0,16.0
SYNTHETIC_USFL_2023_W5_STARS,,2023,5,USFL,,,0.0,,0.0,125.0,0.0,21.0
SYNTHETIC_USFL_2023_W6_STARS,,2023,6,USFL,,,2.0,,0.0,238.0,0.0,43.0
SYNTHETIC_USFL_2023_W7_STARS,,2023,7,USFL,,,1.0,,2.0,235.0,0.0,28.0
SYNTHETIC_USFL_2023_W8_STARS,,2023,8,USFL,,,1.0,,3.0,265.0,0.0,19.0
SYNTHETIC_USFL_2023_W9_STARS,,2023,9,USFL,,,0.0,1.0,3.0,263.0,0.0,59.0
SYNTHETIC_USFL_2023_W10_STARS,,2023,10,USFL,,,0.0,,2.0,247.0,0.0,48.0
