game_id,date,season,week,league,away,home,field_goal_yards,missed
SYNTHETIC_UFL_2024_W3_BRAHMAS,,2024,3,UFL,,,67.0,
SYNTHETIC_UFL_2024_W4_BRAHMAS,,2024,4,UFL,,,76.0,
SYNTHETIC_UFL_2024_W5_BRAHMAS,,2024,5,UFL,,,74.0,1.0
SYNTHETIC_UFL_2024_W6_BRAHMAS,,2024,6,UFL,,,83.0,
SYNTHETIC_UFL_2024_W7_BRAHMAS,,2024,7,UFL,,,77.0,
SYNTHETIC_UFL_2024_W8_BRAHMAS,,2024,8,UFL,,,47.0,2.0
SYNTHETIC_UFL_2024_W9_BRAHMAS,,2024,9,UFL,,,,1.0
SYNTHETIC_UFL_2024_W10_BRAHMAS,,2024,10,UFL,,,,2.0
SYNTHETIC_UFL_2024_W11_BRAHMAS,,2024,11,UFL,,,76.0,
