game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_USFL_2023_W1_MAULERS,,2023,1,USFL,,,0.0,0.0,0.0
SYNTHETIC_USFL_2023_W2_MAULERS,,2023,2,USFL,,,0.0,12.0,3.0
SYNTHETIC_USFL_2023_W3_MAULERS,,2023,3,USFL,,,0.0,35.0,2.0
SYNTHETIC_USFL_2023_W4_MAULERS,,2023,4,USFL,,,0.0,13.0,2.0
SYNTHETIC_USFL_2023_W5_MAULERS,,2023,5,USFL,,,1.0,8.0,2.0
SYNTHETIC_USFL_2023_W6_MAULERS,,2023,6,USFL,,,,20.0,2.0
SYNTHETIC_USFL_2023_W7_MAULERS,,2023,7,USFL,,,0.0,34.0,3.0
SYNTHETIC_USFL_2023_W8_MAULERS,,2023,8,USFL,,,0.0,16.0,2.0
SYNTHETIC_USFL_2023_W9_MAULERS,,2023,9,USFL,,,0.0,1.0,2.0
SYNTHETIC_USFL_2023_W10_MAULERS,,2023,10,USFL,,,0.0,28.0,4.0
SYNTHETIC_USFL_2023_W12_MAULERS,,2023,12,USFL,,,,16.0,3.0
