game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
SYNTHETIC_CFL_W7_BC,,,7,CFL,,,,,,,0.0,3.0,,
SYNTHETIC_CFL_W14_BC,,,14,CFL,,,,0.0,2.0,1.0,,,,
SYNTHETIC_CFL_W15_BC,,,15,CFL,,,,0.0,5.0,1.0,,,,
SYNTHETIC_CFL_W21_BC,,,21,CFL,,,,0.0,20.0,2.0,,,,
SYNTHETIC_CFL_2023_W4_BC,,2023,4,CFL,,,,0.0,16.0,1.0,0.0,-2.0,,
SYNTHETIC_CFL_2023_W7_BC,,2023,7,CFL,,,,0.0,12.0,1.0,,,,
SYNTHETIC_CFL_2023_W9_BC,,2023,9,CFL,,,,0.0,3.0,1.0,,,,
SYNTHETIC_CFL_2023_W10_BC,,2023,10,CFL,,,0.0,0.0,0.0,0.0,,,0.0,0.0
SYNTHETIC_CFL_2023_W16_BC,,2023,16,CFL,,,,0.0,0.0,0.0,,,,
SYNTHETIC_CFL_2024_W1_BC,,2024,1,CFL,,,,,,,,,,1.0
SYNTHETIC_CFL_2024_W2_BC,,2024,2,CFL,,,,0.0,5.0,1.0,,,,
SYNTHETIC_CFL_2024_W4_BC,,2024,4,CFL,,,,0.0,19.0,2.0,1.0,17.0,,
SYNTHETIC_CFL_2024_W5_BC,,2024,5,CFL,,,,,,,0.0,14.0,,
SYNTHETIC_CFL_2024_W7_BC,,2024,7,CFL,,,,0.0,12.0,1.0,0.0,11.0,,
SYNTHETIC_CFL_2024_W10_BC,,2024,10,CFL,,,,0.0,7.0,1.0,1.0,13.0,,
SYNTHETIC_CFL_2024_W11_BC,,2024,11,CFL,,,,,,,1.0,4.0,,
SYNTHETIC_CFL_2024_W12_BC,,2024,12,CFL,,,,,,,2.0,3.0,,
SYNTHETIC_CFL_2024_W13_BC,,2024,13,CFL,,,,,,,0.0,6.0,,
SYNTHETIC_CFL_2024_W14_BC,,2024,14,CFL,,,,0.0,9.0,1.0,1.0,33.0,,
SYNTHETIC_CFL_2024_W19_BC,,2024,19,CFL,,,,,,,1.0,8.0,,
SYNTHETIC_CFL_2024_W20_BC,,2024,20,CFL,,,,,,,0.0,5.0,,
