game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-07-15-LA-OAK,2023-07-15,2023,12,,LA,OAK,4.0,1.0,20.0,21.0,,1.0,1.0,22.0,1.0,179.0,144.0
2023-07-21-OAK-LA,2023-07-21,2023,13,,OAK,LA,2.0,1.0,15.0,15.0,1.0,1.0,,15.0,,95.0,63.0
2023-07-22-OAK-SD,2023-07-22,2023,13,,OAK,SD,,,,,,,,,0.0,,
