game_id,date,season,week,league,away,home,interceptions_lost,interceptions_made,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
SYNTHETIC_CFL_2023_W1_OTT,,2023,1,CFL,,,0.0,,0.0,0.0,,,,,,,1.0
SYNTHETIC_CFL_2023_W7_OTT,,2023,7,CFL,,,,,,,0.0,0.0,1.0,0.0,0.0,,
SYNTHETIC_CFL_2023_W9_OTT,,2023,9,CFL,,,,0.0,,,,,,,,0.0,0.0
SYNTHETIC_CFL_2023_W16_OTT,,2023,16,CFL,,,,0.0,,,,,,,,0.0,0.0
SYNTHETIC_CFL_2023_W21_OTT,,2023,21,CFL,,,,0.0,,,,,,,,0.0,0.0
SYNTHETIC_CFL_2024_W13_OTT,,2024,13,CFL,,,0.0,,0.0,27.0,,,,,,,
