game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_CFL_W19_OTT,,,19,CFL,,,0.0,11.0,2.0
SYNTHETIC_CFL_2023_W6_OTT,,2023,6,CFL,,,0.0,0.0,0.0
SYNTHETIC_CFL_2023_W21_OTT,,2023,21,CFL,,,1.0,16.0,1.0
SYNTHETIC_CFL_2024_W12_OTT,,2024,12,CFL,,,0.0,3.0,1.0
SYNTHETIC_CFL_2024_W17_OTT,,2024,17,CFL,,,0.0,20.0,1.0
SYNTHETIC_CFL_2025_W7_HAM,,2025,7,CFL,,,0.0,30.0,1.0
SYNTHETIC_CFL_2025_W8_HAM,,2025,8,CFL,,,0.0,8.0,2.0
SYNTHETIC_CFL_2025_W9_HAM,,2025,9,CFL,,,0.0,19.0,3.0
SYNTHETIC_CFL_2025_W10_HAM,,2025,10,CFL,,,0.0,6.0,1.0
SYNTHETIC_CFL_2025_W11_HAM,,2025,11,CFL,,,0.0,1.0,1.0
