game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-06-16-MTL-DC,2023-06-16,2023,8,,MTL,DC,1.0,1.0,8.0,8.0,1.0,,8.0,,150.0,37.0
2023-06-23-DC-MTL,2023-06-23,2023,9,,DC,MTL,1.0,,14.0,10.0,3.0,,12.0,,172.0,57.0
2023-06-24-DC-BOS,2023-06-24,2023,9,,DC,BOS,,1.0,,,,,,2.0,,
2023-06-30-DC-NY,2023-06-30,2023,10,,DC,NY,1.0,1.0,12.0,9.0,3.0,,9.0,,232.0,19.0
2023-07-08-BOS-DC,2023-07-08,2023,11,,BOS,DC,,,12.0,9.0,2.0,1.0,10.0,1.0,180.0,3.0
2023-07-15-DC-PHI,2023-07-15,2023,12,,DC,PHI,,,11.0,9.0,2.0,,9.0,,120.0,41.0
2023-07-21-TOR-DC,2023-07-21,2023,13,,TOR,DC,1.0,,10.0,8.0,2.0,4.0,8.0,,149.0,56.0
