game_id,date,season,week,league,away,home,1pt_conversion,conversions,lost_fumbles,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_USFL_W1_NJ,,,1,USFL,,,,,,0.0,0.0,0.0,,
SYNTHETIC_USFL_W2_NJ,,,2,USFL,,,,,,0.0,58.0,5.0,,
SYNTHETIC_USFL_W3_NJ,,,3,USFL,,,,,,0.0,0.0,0.0,,
SYNTHETIC_USFL_W4_NJ,,,4,USFL,,,,,,0.0,15.0,3.0,,
SYNTHETIC_USFL_W5_NJ,,,5,USFL,,,,,,0.0,46.0,3.0,,
SYNTHETIC_USFL_W6_NJ,,,6,USFL,,,,,,0.0,26.0,2.0,,
SYNTHETIC_USFL_W9_NJ,,,9,USFL,,,,,0.0,1.0,99.0,8.0,,
SYNTHETIC_USFL_W10_NJ,,,10,USFL,,,,,,0.0,79.0,6.0,,
SYNTHETIC_USFL_W11_NJ,,,11,USFL,,,,,,0.0,91.0,5.0,,
FOOTBALL_XFL_2023_2_19_STL@SA,2023-02-19,2023,1,XFL,STL,SA,,,,,7.0,1.0,,
FOOTBALL_XFL_2023_2_23_STL@SEA,2023-02-23,2023,2,XFL,STL,SEA,,,,,12.0,3.0,,
FOOTBALL_XFL_2023_3_5_STL@DC,2023-03-05,2023,3,XFL,STL,DC,,,,,51.0,5.0,,
SYNTHETIC_XFL_2023_W3_BATTLEHAWKS,,2023,3,XFL,,,0.0,1.0,,,,,,
FOOTBALL_XFL_2023_3_12_ARL@STL,2023-03-12,2023,4,XFL,ARL,STL,,,,1.0,91.0,8.0,,
FOOTBALL_XFL_2023_3_18_DC@STL,2023-03-18,2023,5,XFL,DC,STL,,,,,30.0,3.0,,
FOOTBALL_XFL_2023_3_25_STL@VGS,2023-03-25,2023,6,XFL,STL,VGS,,,,2.0,79.0,7.0,,
SYNTHETIC_XFL_2023_W6_BATTLEHAWKS,,2023,6,XFL,,,0.0,1.0,,,,,,
FOOTBALL_XFL_2023_4_2_STL@HOU,2023-04-02,2023,7,XFL,STL,HOU,,,,1.0,70.0,7.0,,
FOOTBALL_XFL_2023_4_8_VGS@STL,2023-04-08,2023,8,XFL,VGS,STL,,,,,23.0,2.0,,
SYNTHETIC_XFL_2023_W8_BATTLEHAWKS,,2023,8,XFL,,,0.0,0.0,,,,,,
FOOTBALL_XFL_2023_4_16_SEA@STL,2023-04-16,2023,9,XFL,SEA,STL,,,,1.0,60.0,6.0,,
FOOTBALL_XFL_2023_4_22_ORL@STL,2023-04-22,2023,10,XFL,ORL,STL,,,,1.0,96.0,6.0,,
SYNTHETIC_UFL_2024_W1_BATTLEHAWKS,,2024,1,UFL,,,,,,0.0,34.0,5.0,,
SYNTHETIC_UFL_2024_W2_BATTLEHAWKS,,2024,2,UFL,,,,1.0,,0.0,82.0,9.0,,
SYNTHETIC_UFL_2024_W3_BATTLEHAWKS,,2024,3,UFL,,,,,,0.0,19.0,3.0,,
SYNTHETIC_UFL_2024_W4_BATTLEHAWKS,,2024,4,UFL,,,,,,0.0,27.0,3.0,,
SYNTHETIC_UFL_2024_W6_BATTLEHAWKS,,2024,6,UFL,,,,,,0.0,5.0,1.0,,
SYNTHETIC_UFL_2024_W7_BATTLEHAWKS,,2024,7,UFL,,,,,,0.0,22.0,2.0,,
SYNTHETIC_UFL_2024_W8_BATTLEHAWKS,,2024,8,UFL,,,,,,0.0,0.0,0.0,,
SYNTHETIC_UFL_2024_W9_BATTLEHAWKS,,2024,9,UFL,,,,,,0.0,47.0,5.0,,
SYNTHETIC_UFL_2024_W10_BATTLEHAWKS,,2024,10,UFL,,,,,,0.0,4.0,1.0,,
SYNTHETIC_UFL_2024_W11_BATTLEHAWKS,,2024,11,UFL,,,,,,0.0,51.0,3.0,0.0,-10.0
