game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-05-COL-SD,2023-05-05,2023,2,,COL,SD,1.0,,2.0,2.0,,,,,2.0,,7.0,6.0
2023-05-13-POR-SD,2023-05-13,2023,3,,POR,SD,,,1.0,3.0,,,1.0,9.0,3.0,,2.0,52.0
2023-05-19-SD-HTX,2023-05-19,2023,4,,SD,HTX,1.0,1.0,8.0,7.0,,,,,8.0,,-14.0,43.0
2023-05-20-SD-ATX,2023-05-20,2023,4,,SD,ATX,,,,,,,,,,1.0,,
2023-06-03-LA-SD,2023-06-03,2023,6,,LA,SD,,,1.0,1.0,,,,,1.0,,11.0,-13.0
2023-06-10-SD-OAK,2023-06-10,2023,7,,SD,OAK,,,4.0,3.0,,1.0,,1.0,3.0,,31.0,20.0
2023-06-17-SEA-SD,2023-06-17,2023,8,,SEA,SD,,,3.0,2.0,,,1.0,1.0,3.0,1.0,9.0,49.0
2023-06-24-SD-LA,2023-06-24,2023,9,,SD,LA,,,5.0,3.0,1.0,,,13.0,3.0,,45.0,-2.0
2023-07-01-SLC-SD,2023-07-01,2023,10,,SLC,SD,,,1.0,,,,,5.0,,,5.0,
2023-07-14-SD-POR,2023-07-14,2023,12,,SD,POR,1.0,,4.0,3.0,,,,6.0,4.0,1.0,65.0,16.0
2023-07-22-OAK-SD,2023-07-22,2023,13,,OAK,SD,,,2.0,1.0,1.0,,,,1.0,,60.0,-6.0
