game_id,date,season,week,league,away,home,lost_fumbles,rushing_tds,rushing_yards
SYNTHETIC_USFL_W1_NJ,,,1,USFL,,,0.0,0.0,0.0
SYNTHETIC_USFL_W4_NJ,,,4,USFL,,,0.0,0.0,0.0
SYNTHETIC_USFL_W10_NJ,,,10,USFL,,,0.0,,
