game_id,date,season,week,league,away,home,catches,completions,drops,hockeyAssists,pulls,throwAttempts,yardsReceived,yardsThrown
2023-05-05-TOR-NY,2023-05-05,2023,2,,TOR,NY,1.0,1.0,,,,1.0,5.0,3.0
2023-05-06-TOR-BOS,2023-05-06,2023,2,,TOR,BOS,,,1.0,,2.0,,,
2023-05-13-MTL-TOR,2023-05-13,2023,3,,MTL,TOR,,,,,6.0,,,
2023-06-25-MTL-TOR,2023-06-25,2023,9,,MTL,TOR,,,,,2.0,,,
2023-07-01-BOS-TOR,2023-07-01,2023,10,,BOS,TOR,,,,,3.0,,,
2023-07-21-TOR-DC,2023-07-21,2023,13,,TOR,DC,1.0,1.0,,1.0,3.0,1.0,3.0,9.0
