game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_USFL_2023_W1_GAMBLERS,,2023,1,USFL,,,0.0,23.0,2.0
SYNTHETIC_USFL_2023_W2_GAMBLERS,,2023,2,USFL,,,0.0,17.0,2.0
SYNTHETIC_USFL_2023_W3_GAMBLERS,,2023,3,USFL,,,0.0,63.0,4.0
SYNTHETIC_USFL_2023_W4_GAMBLERS,,2023,4,USFL,,,0.0,45.0,3.0
SYNTHETIC_USFL_2023_W5_GAMBLERS,,2023,5,USFL,,,0.0,0.0,0.0
SYNTHETIC_USFL_2023_W6_GAMBLERS,,2023,6,USFL,,,0.0,8.0,1.0
SYNTHETIC_USFL_2023_W7_GAMBLERS,,2023,7,USFL,,,0.0,93.0,5.0
SYNTHETIC_USFL_2023_W8_GAMBLERS,,2023,8,USFL,,,0.0,40.0,1.0
SYNTHETIC_USFL_2023_W9_GAMBLERS,,2023,9,USFL,,,0.0,36.0,5.0
SYNTHETIC_USFL_2023_W10_GAMBLERS,,2023,10,USFL,,,0.0,4.0,1.0
SYNTHETIC_UFL_2025_W2_ROUGHNECKS,,2025,2,UFL,,,0.0,0.0,0.0
SYNTHETIC_UFL_2025_W3_ROUGHNECKS,,2025,3,UFL,,,0.0,11.0,1.0
SYNTHETIC_UFL_2025_W4_ROUGHNECKS,,2025,4,UFL,,,0.0,16.0,2.0
SYNTHETIC_UFL_2025_W5_ROUGHNECKS,,2025,5,UFL,,,0.0,27.0,3.0
SYNTHETIC_UFL_2025_W6_ROUGHNECKS,,2025,6,UFL,,,0.0,9.0,1.0
SYNTHETIC_UFL_2025_W7_ROUGHNECKS,,2025,7,UFL,,,0.0,14.0,1.0
SYNTHETIC_UFL_2025_W8_ROUGHNECKS,,2025,8,UFL,,,0.0,21.0,3.0
