game_id,date,season,week,league,away,home,extra_point,field_goal_yards,missed
SYNTHETIC_USFL_2023_W1_GAMBLERS,,2023,1,USFL,,,1.0,,
SYNTHETIC_USFL_2023_W2_GAMBLERS,,2023,2,USFL,,,4.0,44.0,1.0
SYNTHETIC_USFL_2023_W3_GAMBLERS,,2023,3,USFL,,,3.0,45.0,1.0
SYNTHETIC_USFL_2023_W4_GAMBLERS,,2023,4,USFL,,,5.0,,1.0
SYNTHETIC_USFL_2023_W5_GAMBLERS,,2023,5,USFL,,,3.0,,
SYNTHETIC_USFL_2023_W6_GAMBLERS,,2023,6,USFL,,,1.0,109.0,
SYNTHETIC_USFL_2023_W7_GAMBLERS,,2023,7,USFL,,,2.0,52.0,1.0
SYNTHETIC_USFL_2023_W8_GAMBLERS,,2023,8,USFL,,,2.0,,
SYNTHETIC_USFL_2023_W9_GAMBLERS,,2023,9,USFL,,,,171.0,
SYNTHETIC_USFL_2023_W10_GAMBLERS,,2023,10,USFL,,,1.0,49.0,
