game_id,date,season,week,league,away,home,interceptions_made,sacks,tackles
SYNTHETIC_CFL_2023_W1_BC,,2023,1,CFL,,,,,3.0
SYNTHETIC_CFL_2023_W2_BC,,2023,2,CFL,,,,,1.0
SYNTHETIC_CFL_2023_W10_BC,,2023,10,CFL,,,1.0,0.0,1.0
SYNTHETIC_CFL_2023_W11_BC,,2023,11,CFL,,,0.0,0.0,1.0
SYNTHETIC_CFL_2023_W12_BC,,2023,12,CFL,,,0.0,0.0,2.0
SYNTHETIC_CFL_2023_W13_BC,,2023,13,CFL,,,0.0,0.0,1.0
SYNTHETIC_CFL_2023_W15_BC,,2023,15,CFL,,,0.0,0.0,4.0
SYNTHETIC_CFL_2023_W16_BC,,2023,16,CFL,,,0.0,0.0,1.0
SYNTHETIC_CFL_2023_W17_BC,,2023,17,CFL,,,1.0,0.0,3.0
SYNTHETIC_CFL_2023_W18_BC,,2023,18,CFL,,,0.0,0.0,4.0
SYNTHETIC_CFL_2023_W19_BC,,2023,19,CFL,,,0.0,0.0,5.0
SYNTHETIC_CFL_2023_W20_BC,,2023,20,CFL,,,0.0,0.0,1.0
SYNTHETIC_CFL_2024_W1_BC,,2024,1,CFL,,,,,2.0
