game_id,date,season,week,league,away,home,interceptions_lost,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_CFL_W13_SSK,,,13,CFL,,,,,,0.0,58.0,7.0,,
SYNTHETIC_CFL_W14_SSK,,,14,CFL,,,,,,0.0,56.0,6.0,,
SYNTHETIC_CFL_W15_SSK,,,15,CFL,,,,,,0.0,45.0,3.0,,
SYNTHETIC_CFL_W17_SSK,,,17,CFL,,,,,,0.0,76.0,10.0,,
SYNTHETIC_CFL_W18_SSK,,,18,CFL,,,,,,0.0,21.0,5.0,,
SYNTHETIC_CFL_W20_SSK,,,20,CFL,,,,,,0.0,4.0,2.0,,
SYNTHETIC_CFL_2023_W3_EDM,,2023,3,CFL,,,,,,0.0,48.0,5.0,,
SYNTHETIC_CFL_2023_W4_EDM,,2023,4,CFL,,,,,,0.0,35.0,2.0,,
SYNTHETIC_CFL_2023_W5_EDM,,2023,5,CFL,,,,,,0.0,47.0,5.0,,
SYNTHETIC_CFL_2023_W6_EDM,,2023,6,CFL,,,,,,1.0,101.0,4.0,,
SYNTHETIC_CFL_2023_W7_EDM,,2023,7,CFL,,,,,,0.0,43.0,5.0,,
SYNTHETIC_CFL_2023_W8_EDM,,2023,8,CFL,,,,,,0.0,61.0,4.0,,
SYNTHETIC_CFL_2023_W10_EDM,,2023,10,CFL,,,,,,1.0,96.0,5.0,,
SYNTHETIC_CFL_2023_W11_EDM,,2023,11,CFL,,,,,,0.0,8.0,2.0,0.0,8.0
SYNTHETIC_CFL_2023_W12_EDM,,2023,12,CFL,,,,,,0.0,21.0,3.0,,
SYNTHETIC_CFL_2023_W13_EDM,,2023,13,CFL,,,0.0,1.0,19.0,0.0,21.0,3.0,0.0,8.0
SYNTHETIC_CFL_2023_W14_EDM,,2023,14,CFL,,,,,,0.0,5.0,3.0,,
SYNTHETIC_CFL_2023_W15_EDM,,2023,15,CFL,,,,,,0.0,59.0,6.0,,
SYNTHETIC_CFL_2023_W16_EDM,,2023,16,CFL,,,,,,0.0,56.0,8.0,,
SYNTHETIC_CFL_2023_W18_EDM,,2023,18,CFL,,,,,,0.0,45.0,5.0,,
SYNTHETIC_CFL_2023_W19_EDM,,2023,19,CFL,,,,,,2.0,44.0,5.0,,
SYNTHETIC_CFL_2023_W20_EDM,,2023,20,CFL,,,,,,0.0,41.0,2.0,,
