game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
NASHVILLE-OREGON-0404,0404,,3,,NASHVILLE,OREGON,0.0,10383.0,2359.0,,
STORM-LIGHTNING-0330,0330,,3,,STORM,LIGHTNING,1.0,57.0,5.0,,
OREGON-WASHINGTON-0425,0425,,7,,OREGON,WASHINGTON,,,,0.0,-1.0
WASHINGTON-OREGON-0504,0504,,8,,WASHINGTON,OREGON,2.0,80.0,4.0,0.0,-1.0
OREGON-CORPUSCHRISTI-0512,0512,,9,,OREGON,CORPUSCHRISTI,1.0,93.0,6.0,,
WASHINGTON-OREGON-0518,0518,,10,,WASHINGTON,OREGON,0.0,52.0,3.0,1.0,8.0
OREGON-NASHVILLE-0524,0524,,11,,OREGON,NASHVILLE,0.0,14.0,4.0,1.0,5.0
OREGON-BILLINGS-0601,0601,,12,,OREGON,BILLINGS,0.0,18.0,3.0,,
BILLINGS-OREGON-0614,0614,,14,,BILLINGS,OREGON,,,,0.0,6.0
SYNTHETIC_AF1_2025_W4_OREGON,,2025,4,AF1,,,,23.0,5.0,,
SYNTHETIC_AF1_2025_W6_OREGON,,2025,6,AF1,,,1.0,12.0,1.0,,18.0
SYNTHETIC_AF1_2025_W14_OREGON,,2025,14,AF1,,,,10.0,1.0,,
