game_id,date,season,week,league,away,home,receiving_yards,receptions
SYNTHETIC_UFL_2026_W1_BIRMINGHAMSTALLIONS,,2026,1,UFL,,,2.0,1.0
SYNTHETIC_UFL_2026_W2_BIRMINGHAMSTALLIONS,,2026,2,UFL,,,6.0,1.0
SYNTHETIC_UFL_2026_W3_BIRMINGHAMSTALLIONS,,2026,3,UFL,,,5.0,2.0
SYNTHETIC_UFL_2026_W4_BIRMINGHAMSTALLIONS,,2026,4,UFL,,,0.0,1.0
