game_id,date,season,week,league,away,home,assists,catches,completions,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-06-MIN-IND,2023-05-06,2023,2,,MIN,IND,2.0,5.0,5.0,,,2.0,,5.0,,59.0,70.0
2023-05-13-IND-CHI,2023-05-13,2023,3,,IND,CHI,,9.0,7.0,,,,,9.0,2.0,86.0,46.0
2023-05-20-MAD-IND,2023-05-20,2023,4,,MAD,IND,,11.0,8.0,2.0,,,,9.0,1.0,128.0,-12.0
2023-06-03-IND-DET,2023-06-03,2023,6,,IND,DET,,7.0,5.0,3.0,,,4.0,6.0,1.0,55.0,20.0
2023-06-17-DET-IND,2023-06-17,2023,8,,DET,IND,,3.0,2.0,,1.0,,,3.0,1.0,25.0,9.0
2023-06-23-IND-MAD,2023-06-23,2023,9,,IND,MAD,,6.0,4.0,3.0,,,,4.0,,45.0,23.0
2023-07-15-PIT-IND,2023-07-15,2023,12,,PIT,IND,2.0,36.0,42.0,1.0,2.0,,,42.0,,-1.0,348.0
